address,bedrooms,carpet_area,carp_area_unit,floors,location,price,price_per_sq_ft
"Pune, Maharashtra",3,1300,,11,"18.5010967026398,73.9358682814506",9000000,6220
"Pune, Maharashtra",2,,,12,"18.5599716,73.7838163",13200000,11913
"Pune, Maharashtra",2,1050,,10,"18.470928,73.866976",9500000,8636
"Pune, Maharashtra",2,780,,12,"18.4509142546204,73.9159532114877",6500000,5909
"Pune, Maharashtra",3,951,,,"18.747626,73.484475",8000000,6612
"Pune, Maharashtra",2,713,,12,"18.5079578,73.6822885",4000000,3929
"Pune, Maharashtra",2,650,,3,"18.6681609,73.7026943",5000000,8532
"Pune, Maharashtra",3,1300,,24,"18.4575576340076,73.8049225876653",28000000,17949
"Pune, Maharashtra",2,,,11,"18.6536881,73.7400954",7800000,8324
"Pune, Maharashtra",3,857,,4,"18.5244474,73.9740341",9200000,7952
"Pune, Maharashtra",2,735,,10,"18.7343947451665,73.6791497214445",4650000,4774
"Pune, Maharashtra",3,1044,,7,"18.5599716,73.7838163",11500000,
"Pune, Maharashtra",3,,,2,"18.6615249843968,73.7287790957994",13700000,6073
"Pune, Maharashtra",3,1241,,18,"18.5527185,73.9454065",21500000,13030
"Pune, Maharashtra",2,790,,4,"18.443965,73.809382",3500000,4242
"Pune, Maharashtra",3,1030,,8,"18.5837696,73.763299",17500000,13462
"Pune, Maharashtra",2,680,,11,"18.470825437984,73.9158708957281",6100000,8133
"Pune, Maharashtra",2,800,,14,"18.5542593277101,73.7049568169906",5940000,5500
"Pune, Maharashtra",2,864,,10,"18.6121071,73.7160621",11000000,10680
"Pune, Maharashtra",2,800,,7,"18.4974571471335,73.8510042875154",16000000,14545
"Pune, Maharashtra",2,793,,10,"18.601256,73.7645369",9800000,10316
"Pune, Maharashtra",2,650,,3,"18.5721265707285,73.7570589491508",7300000,10181
"Pune, Maharashtra",3,1212,,23,"18.601732750311,73.7220719182405",18000000,10613
"Pune, Maharashtra",2,702,,11,"18.5768131896138,73.9780692718883",6500000,7119
"Pune, Maharashtra",3,1138,,8,"18.6473574,73.780752",12100000,8963
"Pune, Maharashtra",2,1200,,5,"18.4509142546204,73.9159532114877",7500000,5725
"Pune, Maharashtra",2,636,,14,"18.601256,73.7645369",8800000,11656
"Pune, Maharashtra",2,790,,28,"18.5527185,73.9454065",9000000,8411
"Pune, Maharashtra",3,1059,,6,"18.5086979137524,73.7903098676423",16500000,11538
"Pune, Maharashtra",3,1030,,19,"18.510082,73.7713094",12300000,8601
"Pune, Maharashtra",2,,,,"18.5057078629585,73.8059355451102",13950000,12226
"Pune, Maharashtra",2,633,,11,"18.4443480308241,73.8897421581184",5000000,5848
"Pune, Maharashtra",2,729,,13,"18.530748,73.927583",6800000,9328
"Pune, Maharashtra",2,920,,5,"18.6805264,73.810525",9500000,7917
"Pune, Maharashtra",2,940,,22,"18.5995184845644,73.7212220016587",11000000,10476
"Pune, Maharashtra",2,850,,11,"18.6325935815659,73.7344393940928",6000000,6667
"Pune, Maharashtra",2,,,5,"18.5981875,73.9037325",6000000,8571
"Pune, Maharashtra",3,1080,,7,"19.1179464762666,73.7342876020424",12000000,8421
"Pune, Maharashtra",3,1250,,3,"18.518510524364,73.8850947377621",15000000,10000
"Pune, Maharashtra",2,801,,20,"18.521775,73.76628",11000000,10000
"Pune, Maharashtra",3,958,,22,"18.601256,73.7645369",13500000,10060
"Pune, Maharashtra",2,1100,,,"18.5911585,73.9260013",7500000,5357
"Pune, Maharashtra",2,690,,11,"18.5010967026398,73.9358682814506",4350000,4341
"Pune, Maharashtra",2,750,,17,"18.4509142546204,73.9159532114877",5100000,6986
"Pune, Maharashtra",2,640,,22,"18.5721265707285,73.7570589491508",7999000,
"Pune, Maharashtra",3,1200,,4,"18.5079578,73.6822885",11200000,8000
"Pune, Maharashtra",3,1192,,7,"18.55895,73.77823",14200000,9800
"Pune, Maharashtra",2,807,,8,"18.4680743173029,73.8930224694682",5500000,6084
"Pune, Maharashtra",3,1260,,21,"18.601732750311,73.7220719182405",15000000,9025
"Pune, Maharashtra",2,879,,7,"18.5019176567919,73.8530399804943",16900000,14420
"Pune, Maharashtra",2,1100,,3,"18.5203874935114,73.8569728997358",9500000,8636
"Pune, Maharashtra",2,750,,5,"18.6163881,73.8787905",5500000,5711
"Pune, Maharashtra",2,1080,,,"18.46630779,73.86678795",9000000,8333
"Pune, Maharashtra",2,630,,4,"18.4474672776,73.8746620388626",7300000,8391
"Pune, Maharashtra",3,1742,,12,"18.5527185,73.9454065",30000000,15424
"Pune, Maharashtra",2,886,,13,"18.60470063,73.78706675",9900000,9538
"Pune, Maharashtra",2,1000,,,"18.7311095,73.4302221",1200000,1714
"Pune, Maharashtra",2,60,,14,"18.470825437984,73.9158708957281",8000000,11987
"Pune, Maharashtra",3,1150,,6,"18.5139881,73.8354683",31500000,19091
"Pune, Maharashtra",3,1200,,14,"18.5527185,73.9454065",14500000,10741
"Pune, Maharashtra",2,740,,11,"18.4575576340076,73.8049225876653",8500000,8189
"Pune, Maharashtra",3,1725,,,"18.4703680763148,73.900162950668",21000000,10638
"Pune, Maharashtra",3,,,11,"18.4703680763148,73.900162950668",14000000,7778
"Pune, Maharashtra",3,1570,,7,"18.5599716,73.7838163",20034000,9450
"Pune, Maharashtra",2,728,,22,"18.6325935815659,73.7344393940928",7400000,7505
"Pune, Maharashtra",2,830,,12,"18.5768131896138,73.9780692718883",7550000,6978
"Pune, Maharashtra",2,,,10,"18.5670809479105,73.9171057653814",15000000,14085
"Pune, Maharashtra",3,1620,,,"18.5527185,73.9454065",25666000,
"Pune, Maharashtra",3,2200,,17,"18.4703680763148,73.900162950668",30000000,11111
"Pune, Maharashtra",2,810,,28,"18.4703680763148,73.900162950668",7980000,6650
"Pune, Maharashtra",2,812,,8,"18.4575576340076,73.8049225876653",11500000,10493
"Pune, Maharashtra",3,,,10,"18.5476795,73.901482",25500000,14366
"Pune, Maharashtra",3,1600,,28,"18.4703680763148,73.900162950668",22200000,14800
"Pune, Maharashtra",2,980,,,"18.5670809479105,73.9171057653814",12500000,10417
"Pune, Maharashtra",3,1040,,21,"18.601732750311,73.7220719182405",11500000,8614
"Pune, Maharashtra",3,1190,,,"18.4443480308241,73.8897421581184",17500000,10473
"Pune, Maharashtra",3,1080,,13,"18.5599716,73.7838163",17500000,12821
"Pune, Maharashtra",2,850,,11,"18.4703680763148,73.900162950668",7700000,7130
"Pune, Maharashtra",2,,,12,"18.5010967026398,73.9358682814506",9700000,7760
"Pune, Maharashtra",3,1250,,11,"18.5476795,73.901482",18500000,10571
"Pune, Maharashtra",3,832,,17,"18.6615249843968,73.7287790957994",7550000,6723
"Pune, Maharashtra",2,792,,7,"18.5476795,73.901482",16200000,14087
"Pune, Maharashtra",3,1309,,35,"18.5599716,73.7838163",25350000,14282
"Pune, Maharashtra",3,1200,,14,"18.5527185,73.9454065",17500000,10606
"Pune, Maharashtra",2,790,,12,"18.532526,73.944996",8500008,
"Pune, Maharashtra",3,1150,,26,"18.5810936,73.771877",17010000,12150
