price_per_sq_ft,price,location,bedrooms,city_name,floors,address,land_area_unit
7286,4000000,"10.469758,76.214882",2,Thrissur,,"Thrissur, Kerala",12596
16000,25600000,"10.5006165,76.2343169",3,Thrissur,,"Thrissur, Kerala",12596
4727,17500000,"10.503479,76.2109384",3,Thrissur,,"Thrissur, Kerala",
4920,5200000,"10.5164745,76.1860471",2,Thrissur,11,"Thrissur, Kerala",
5400,5400000,"10.5713741,76.2191779",2,Thrissur,,"Thrissur, Kerala",
3438,5500000,"10.652058,76.068666",3,Thrissur,1,"Thrissur, Kerala",
800,4000000,"10.276358,76.172526",3,Thrissur,1,"Thrissur, Kerala",
2885,4500000,"10.75072644,76.37921708",3,Thrissur,2,"Thrissur, Kerala",
4923,3200000,"10.4908586,76.2244974",2,Thrissur,,"Thrissur, Kerala",
4875,7800000,,3,Thrissur,,"Thrissur, Kerala",
,4000000,"10.6212136,76.124126",3,Thrissur,,"Thrissur, Kerala",
3310,4800000,"10.512088,76.266841",3,Thrissur,,"Thrissur, Kerala",
,5000000,"10.5260106,76.1921091",3,Thrissur,2,"Thrissur, Kerala",
2296,10000000,"10.3099687646253,76.3320227524625",2,Thrissur,1,"Thrissur, Kerala",12596
5140,7000000,,3,Thrissur,11,"Thrissur, Kerala",
5739,6600000,"10.519625,76.21145",2,Thrissur,6,"Thrissur, Kerala",
5000,4000000,"10.5578849,76.1718178",2,Thrissur,4,"Thrissur, Kerala",
3043,3500000,"10.342491,76.263887",3,Thrissur,1,"Thrissur, Kerala",
4769,6200000,"10.5377344,76.2012131",2,Thrissur,3,"Thrissur, Kerala",
6250,7500000,"10.577152,76.036049",3,Thrissur,1,"Thrissur, Kerala",
4602,3700000,"10.5377344,76.2012131",2,Thrissur,2,"Thrissur, Kerala",
5500,11000000,,2,Thrissur,1,"Thrissur, Kerala",
5255,6700000,"10.5759947,76.2099162",3,Thrissur,,"Thrissur, Kerala",
3252,8500000,"10.5578849,76.1718178",3,Thrissur,,"Thrissur, Kerala",
2667,6400000,"10.482708,76.168852",3,Thrissur,,"Thrissur, Kerala",12596
1968,6000000,,2,Thrissur,,"Thrissur, Kerala",
5417,6500000,"10.5259278,76.1715748",3,Thrissur,,"Thrissur, Kerala",
5769,7500000,"10.6212136,76.124126",2,Thrissur,1,"Thrissur, Kerala",
4000,6000000,"10.302907,76.216259",3,Thrissur,,"Thrissur, Kerala",12596
4344,5000000,"10.5713741,76.2191779",2,Thrissur,3,"Thrissur, Kerala",
5556,10000000,"10.5296207,76.2202321",3,Thrissur,9,"Thrissur, Kerala",
3000,4200000,"10.448429,76.252434",2,Thrissur,1,"Thrissur, Kerala",
,6000000,"10.503479,76.2109384",3,Thrissur,,"Thrissur, Kerala",
3913,9000000,"10.3099687646253,76.3320227524625",3,Thrissur,2,"Thrissur, Kerala",12596
4222,3800000,"10.508486,76.25331",2,Thrissur,3,"Thrissur, Kerala",
19440,48600000,"10.415426,76.102955",3,Thrissur,,"Thrissur, Kerala",
8930,70000000,"10.52986,76.198228",3,Thrissur,,"Thrissur, Kerala",
,6000000,,3,Thrissur,2,"Thrissur, Kerala",
4000,7000000,"10.3508318156354,76.2069063407691",3,Thrissur,1,"Thrissur, Kerala",
7174,16500000,"10.5377344,76.2012131",3,Thrissur,17,"Thrissur, Kerala",
1400,700000,"10.429694,76.098108",2,Thrissur,,"Thrissur, Kerala",
7000,14000000,"10.4829156,76.2460449",2,Thrissur,25,"Thrissur, Kerala",
1000,900000,"10.3723899,76.3072805",2,Thrissur,1,"Thrissur, Kerala",
,8700000,"10.523544,76.2003",3,Thrissur,6,"Thrissur, Kerala",
2857,4800000,"10.62385,76.213404",3,Thrissur,,"Thrissur, Kerala",12596
,2500000,"10.487937,76.14594",3,Thrissur,1,"Thrissur, Kerala",
3200,3200000,"10.4258,76.33063",3,Thrissur,1,"Thrissur, Kerala",
,13500000,"10.3508318156354,76.2069063407691",3,Thrissur,1,"Thrissur, Kerala",
5000,4500000,"10.5006165,76.2343169",2,Thrissur,2,"Thrissur, Kerala",
,9500000,"10.4803044,76.0534249",3,Thrissur,1,"Thrissur, Kerala",
4483,6500000,,3,Thrissur,3,"Thrissur, Kerala",
5000,11000000,"10.487937,76.14594",3,Thrissur,,"Thrissur, Kerala",
,32000000,"10.5006165,76.2343169",3,Thrissur,,"Thrissur, Kerala",
4034,5200000,"10.3099687646253,76.3320227524625",2,Thrissur,,"Thrissur, Kerala",12596
,2000000,"10.36517,76.27961",3,Thrissur,1,"Thrissur, Kerala",
5667,8500000,"10.5260106,76.1921091",3,Thrissur,,"Thrissur, Kerala",
6000,15000000,"10.473988,76.232987",3,Thrissur,,"Thrissur, Kerala",
4390,4500000,"10.5377344,76.2012131",2,Thrissur,6,"Thrissur, Kerala",
,8500000,"10.4908586,76.2244974",2,Thrissur,,"Thrissur, Kerala",
2708,6500000,"10.482708,76.168852",3,Thrissur,,"Thrissur, Kerala",12850
6333,9500000,"10.5160924,76.2365357",2,Thrissur,1,"Thrissur, Kerala",
4562,7300000,"10.5277738,76.2674646",3,Thrissur,3,"Thrissur, Kerala",
1335,1135000,"10.639769,76.225085",2,Thrissur,1,"Thrissur, Kerala",
3391,7800000,"10.5480175,76.2464405",3,Thrissur,,"Thrissur, Kerala",
5667,6800000,"10.4908586,76.2244974",3,Thrissur,,"Thrissur, Kerala",
3556,3200000,"10.44399,76.21945",2,Thrissur,1,"Thrissur, Kerala",
54167,65000000,"10.41200369,76.17026211",3,Thrissur,,"Thrissur, Kerala",
,9900000,"10.503079,76.269796",3,Thrissur,,"Thrissur, Kerala",
,8000000,"10.3508318156354,76.2069063407691",3,Thrissur,,"Thrissur, Kerala",
1167,700000,"10.746098,76.276875",2,Thrissur,1,"Thrissur, Kerala",
2848,4700000,"10.5949449,76.038376",3,Thrissur,,"Thrissur, Kerala",
3714,2600000,,3,Thrissur,,"Thrissur, Kerala",
3986,4500000,"10.5160924,76.2365357",2,Thrissur,4,"Thrissur, Kerala",
3824,6500000,"10.39770118,76.32159284",3,Thrissur,,"Thrissur, Kerala",
6000,9000000,"10.5375185,76.2029237",3,Thrissur,4,"Thrissur, Kerala",
5000,8500000,"10.5246394,76.2028889",3,Thrissur,10,"Thrissur, Kerala",
15312,24500000,"10.5006165,76.2343169",3,Thrissur,,"Thrissur, Kerala",12850
4304,22500000,"10.223765,76.197926",2,Thrissur,,"Thrissur, Kerala",12850
5581,7200000,"10.5377344,76.2012131",2,Thrissur,3,"Thrissur, Kerala",
3333,3000000,"10.5246394,76.2028889",2,Thrissur,3,"Thrissur, Kerala",
3429,4800000,"10.622824,76.164991",3,Thrissur,2,"Thrissur, Kerala",12596
4170,4900000,"10.5260106,76.1921091",2,Thrissur,11,"Thrissur, Kerala",
6528,8500000,"10.5377344,76.2012131",3,Thrissur,10,"Thrissur, Kerala",
3333,3000000,"10.4007021,76.1159312",3,Thrissur,,"Thrissur, Kerala",
2000,1000000,"10.524975,76.361836",2,Thrissur,,"Thrissur, Kerala",12596
3727,3000000,"10.2030103,76.1976467",2,Thrissur,3,"Thrissur, Kerala",
2909,4800000,"10.5949449,76.038376",3,Thrissur,1,"Thrissur, Kerala",
2818,6200000,"10.6172387,76.2146045",3,Thrissur,2,"Thrissur, Kerala",
4000,10000000,"10.658632,76.239741",3,Thrissur,,"Thrissur, Kerala",12850
2545,2800000,"10.455978,76.192735",3,Thrissur,2,"Thrissur, Kerala",
,9800000,"10.5759947,76.2099162",3,Thrissur,,"Thrissur, Kerala",
4778,4300000,"10.52363,76.20714",2,Thrissur,3,"Thrissur, Kerala",
5833,7000000,"10.3099687646253,76.3320227524625",3,Thrissur,1,"Thrissur, Kerala",
5488,4500000,"10.5260106,76.1921091",2,Thrissur,4,"Thrissur, Kerala",
3750,4500000,"10.5377344,76.2012131",3,Thrissur,2,"Thrissur, Kerala",
13333,40000000,"10.5949449,76.038376",3,Thrissur,1,"Thrissur, Kerala",
7273,8000000,"10.5375185,76.2029237",3,Thrissur,3,"Thrissur, Kerala",
214,300000,"10.4007021,76.1159312",3,Thrissur,,"Thrissur, Kerala",
3000,7500000,"10.445625,76.257632",3,Thrissur,,"Thrissur, Kerala",
4040,4000000,"10.5259278,76.1715748",2,Thrissur,7,"Thrissur, Kerala",
3778,6800000,"10.5225917,76.162709",3,Thrissur,,"Thrissur, Kerala",
6296,8500000,"10.4335892,76.2638427",3,Thrissur,,"Thrissur, Kerala",12596
11200,14000000,"10.488419,76.207123",2,Thrissur,1,"Thrissur, Kerala",12596
2500,2000000,"10.4335892,76.2638427",2,Thrissur,,"Thrissur, Kerala",
5051,10000000,"10.5179115,76.2051286",3,Thrissur,25,"Thrissur, Kerala",
5000,4500000,"10.5375185,76.2029237",2,Thrissur,3,"Thrissur, Kerala",
4522,5200000,"10.5748127,76.1694252",3,Thrissur,,"Thrissur, Kerala",12850
4467,6700000,"10.5377344,76.2012131",3,Thrissur,3,"Thrissur, Kerala",
3500,4200000,,3,Thrissur,,"Thrissur, Kerala",12851
7656,16000000,"10.5260106,76.1921091",3,Thrissur,2,"Thrissur, Kerala",
3263,2950000,"10.6172387,76.2146045",2,Thrissur,4,"Thrissur, Kerala",
7083,8500000,"10.552414,76.174429",3,Thrissur,,"Thrissur, Kerala",12850
6250,10000000,"10.565261,76.06116",3,Thrissur,2,"Thrissur, Kerala",
4737,4500000,,2,Thrissur,7,"Thrissur, Kerala",
3125,2800000,"10.5246394,76.2028889",2,Thrissur,3,"Thrissur, Kerala",
7353,12500000,"10.5252561,76.2282054",3,Thrissur,2,"Thrissur, Kerala",
3059,5200000,"10.5726325,76.1933376",3,Thrissur,2,"Thrissur, Kerala",
4500,4500000,"10.5375185,76.2029237",2,Thrissur,4,"Thrissur, Kerala",
6154,8000000,"10.5183134,76.242138",3,Thrissur,2,"Thrissur, Kerala",
4138,6000000,,3,Thrissur,,"Thrissur, Kerala",
4278,3200000,"10.5260106,76.1921091",2,Thrissur,5,"Thrissur, Kerala",
,4100000,"10.223765,76.197926",2,Thrissur,,"Thrissur, Kerala",
4933,7400000,"10.5713741,76.2191779",3,Thrissur,2,"Thrissur, Kerala",
3922,4000000,,3,Thrissur,,"Thrissur, Kerala",
3765,3200000,"10.503079,76.269796",2,Thrissur,5,"Thrissur, Kerala",
10256,20000000,,3,Thrissur,,"Thrissur, Kerala",
,4200000,"10.6212136,76.124126",2,Thrissur,1,"Thrissur, Kerala",
4800,4800000,"10.5949449,76.038376",2,Thrissur,,"Thrissur, Kerala",
2533,1900000,"10.472572,76.263906",2,Thrissur,,"Thrissur, Kerala",12596
,7000000,"10.51401,76.23643",2,Thrissur,9,"Thrissur, Kerala",
,4000000,,2,Thrissur,2,"Thrissur, Kerala",
4324,8000000,"10.482708,76.168852",3,Thrissur,,"Thrissur, Kerala",
6765,11500000,"10.5507275,76.217383",3,Thrissur,,"Thrissur, Kerala",
5538,7200000,"10.5630824,76.1939255",2,Thrissur,1,"Thrissur, Kerala",
