id,posted_date,price,price_per_sq_ft,currency,location,company_name,carpet_area,land_area_unit,balconies,bathrooms,facing,floors,city_name,bedrooms,address,covered_area,carp_area_unit,cov_area_unit,operating_since
81384961,2026-02-01T17:12:34.000Z,5300000,,₹,,,820,,1,2,,3,Trichy,2,"Trichy, Tamil Nadu",,,,
49273537,2026-02-24T21:31:35.000Z,3000000,6000,₹,"10.786417,78.705466",,,,,1,,,Trichy,1,"Trichy, Tamil Nadu",500,,12800,
83129931,2026-01-26T10:40:35.000Z,17500000,5147,₹,,,,,,10,,,Trichy,1,"Trichy, Tamil Nadu",3400,,12800,
83010087,2026-01-17T03:51:13.000Z,7000000,7071,₹,"10.80883,78.62455",,,,,2,,,Trichy,2,"Trichy, Tamil Nadu",990,,12800,
83414317,2026-02-14T15:47:27.000Z,10000000,5285,₹,"10.88408,78.707445",,623,,1,1,,,Trichy,2,"Trichy, Tamil Nadu",1892,,12800,
83841881,2026-03-18T14:27:21.000Z,1330800,1109,₹,"10.80883,78.62455",,,12850,,,North - West,,Trichy,,"Trichy, Tamil Nadu",,,,
83756891,2026-03-12T16:12:26.000Z,8200000,7130,₹,"10.82191,78.668922",,950,,1,2,,4,Trichy,3,"Trichy, Tamil Nadu",1150,,12800,
83797495,2026-03-16T06:10:19.000Z,8000000,7634,₹,"10.7745768,78.6710756",,600,,1,2,East,13,Trichy,2,"Trichy, Tamil Nadu",1048,,12800,
80256129,2026-03-24T22:30:43.000Z,5600000,6222,₹,"10.856607,78.697215",,,,,2,,2,Trichy,2,"Trichy, Tamil Nadu",900,,12800,
69427423,2026-03-24T22:30:41.000Z,4300000,3583,₹,"10.7590355,78.7192079",,,12850,,,,,Trichy,,"Trichy, Tamil Nadu",,,,
83046969,2026-03-24T22:30:45.000Z,8400000,6720,₹,"10.7574385,78.6910413",,1000,12850,,2,,,Trichy,2,"Trichy, Tamil Nadu",1250,,12800,
67791819,2026-03-25T06:02:12.000Z,3000000,5803,₹,"10.7904833,78.7046725",,517,12850,,2,,,Trichy,1,"Trichy, Tamil Nadu",,,,
70547481,2026-03-24T22:30:41.000Z,8000000,3333,₹,"10.8137171,78.667491",,,12850,,,,,Trichy,,"Trichy, Tamil Nadu",,,,
68997629,2026-03-24T22:30:41.000Z,4500000,4412,₹,"10.854743,78.667577",,,,,2,,1,Trichy,2,"Trichy, Tamil Nadu",1020,,12800,
83859077,2026-03-25T11:20:28.000Z,3100000,3229,₹,"10.88408,78.707445",,850,,2,2,,2,Trichy,2,"Trichy, Tamil Nadu",960,,12800,
83914899,2026-03-24T02:04:24.000Z,9500000,9500,₹,"10.7574385,78.6910413",,,12850,,2,North,,Trichy,2,"Trichy, Tamil Nadu",1000,,12800,
79052373,2026-03-19T21:30:39.000Z,240000,200,₹,"10.7489771,78.6472392",,,12850,,,North - East,,Trichy,,"Trichy, Tamil Nadu",,,,
69959319,2026-03-22T22:30:34.000Z,9500000,3958,₹,"10.803625,78.731965",,1700,,1,4,,2,Trichy,4,"Trichy, Tamil Nadu",2400,,12800,
77536723,2026-03-23T14:46:19.000Z,8000000,4000,₹,"10.78004874,78.72306427",,1500,,2,2,South,2,Trichy,2,"Trichy, Tamil Nadu",2000,,12800,
75894773,2026-03-15T17:48:51.000Z,16500000,10312,₹,"10.82191,78.668922",,,,,4,,2,Trichy,4,"Trichy, Tamil Nadu",1600,,12800,
67767339,2026-03-24T10:17:29.000Z,4800000,4752,₹,"10.808341,78.664694",,,,,2,,,Trichy,2,"Trichy, Tamil Nadu",1010,,12800,
67765799,2026-03-24T09:44:21.000Z,6500000,6190,₹,"10.8139315,78.6859495",,950,,,2,,,Trichy,2,"Trichy, Tamil Nadu",1050,,12800,
70167843,2026-03-16T22:30:47.000Z,2500000,4348,₹,"10.856607,78.697215",,575,,1,1,North,3,Trichy,1,"Trichy, Tamil Nadu",575,,12800,
67770929,2026-03-24T11:34:40.000Z,9000000,3750,₹,"10.786071,78.670353",,,12850,,,,,Trichy,,"Trichy, Tamil Nadu",,,,
67770823,2026-03-24T11:32:15.000Z,4592000,5340,₹,"10.808514,78.707983",,642,,,2,,,Trichy,2,"Trichy, Tamil Nadu",860,,12800,
67771533,2026-03-24T11:47:49.000Z,2090000,950,₹,"10.83697,78.66797",,,12850,,,,,Trichy,,"Trichy, Tamil Nadu",,,,
79775183,2026-03-17T22:30:42.000Z,5000000,5051,₹,,,870,,1,2,North,4,Trichy,3,"Trichy, Tamil Nadu",990,,12800,
73460443,2026-03-13T22:30:39.000Z,2700000,4500,₹,"10.829778,78.666665",,550,,,1,,1,Trichy,2,"Trichy, Tamil Nadu",600,,12800,
81333043,2026-03-18T22:30:39.000Z,6000000,7109,₹,"10.8280556,78.6783333",,,,2,2,,4,Trichy,2,"Trichy, Tamil Nadu",844,,12800,
81283349,2026-03-13T11:30:04.000Z,5400000,3600,₹,"10.7574385,78.6910413",,,12850,,,North - East,,Trichy,,"Trichy, Tamil Nadu",,,,
82351669,2026-03-18T22:30:39.000Z,16000000,5517,₹,"10.820532376700513,78.64759706914539",,,,,5,,,Trichy,5,"Trichy, Tamil Nadu",2900,,12800,
50232288,2026-03-13T22:30:37.000Z,1500000,2863,₹,"10.6031099,78.55069",,,,,2,,1,Trichy,2,"Trichy, Tamil Nadu",524,,12800,
82637383,2026-03-14T22:30:41.000Z,6650000,6584,₹,"10.79468136,78.76499745",,802,,2,2,North,4,Trichy,2,"Trichy, Tamil Nadu",1010,,12800,
82714189,2026-03-14T22:30:41.000Z,5000000,4771,₹,"10.7890584504463,78.6657736657215",,,,1,2,,5,Trichy,2,"Trichy, Tamil Nadu",1048,,12800,
80843703,2026-03-14T22:30:40.000Z,34000000,13439,₹,"10.856607,78.697215",,,,2,5,,1,Trichy,5,"Trichy, Tamil Nadu",2530,,12800,
