address,bedrooms,carpet_area,carp_area_unit,floors,location,price,price_per_sq_ft
"Chennai, Tamil Nadu",3,901,,4,"12.8584827979507,80.2097346240516",5600000,5385
"Chennai, Tamil Nadu",2,700,,3,"12.9219672,80.1129557",4200000,6087
"Chennai, Tamil Nadu",2,1059,,2,"12.9658547351345,80.2020908058975",7000000,
"Chennai, Tamil Nadu",2,,,18,"13.1345357560673,80.1515360938891",3900000,3967
"Chennai, Tamil Nadu",2,872,,4,"13.0755849342827,80.1515597696826",6500000,7454
"Chennai, Tamil Nadu",2,,,,"13.1183039281225,80.0332318313747",14000000,8750
"Chennai, Tamil Nadu",2,,,4,"12.7297220332773,80.1980741778528",3300000,2870
"Chennai, Tamil Nadu",2,925,,3,"13.0792931891221,80.2263171042807",8100000,8757
"Chennai, Tamil Nadu",3,1260,,4,"13.0791258592662,80.1737112687901",8500000,6746
"Chennai, Tamil Nadu",3,1200,,3,"13.1182296,80.2375836",10700000,7493
"Chennai, Tamil Nadu",2,825,,2,"13.038087,80.2684444",13000000,13000
"Chennai, Tamil Nadu",2,950,,4,"12.9419702430646,80.2102734469509",7600000,6804
"Chennai, Tamil Nadu",2,650,,8,"12.8460555,80.2246475",7500000,8824
"Chennai, Tamil Nadu",2,724,,3,"12.9677498008824,80.2609916033959",6000000,7092
"Chennai, Tamil Nadu",3,2400,,,"13.0986296779188,80.2610627307309",70000000,29167
"Chennai, Tamil Nadu",3,1110,,1,"12.9790785,80.219185",8000000,
"Chennai, Tamil Nadu",2,800,,3,"12.9675450442562,80.2442797927707",7000000,7407
"Chennai, Tamil Nadu",3,,,5,"12.7297220332773,80.1980741778528",4600000,3608
"Chennai, Tamil Nadu",2,,,,"13.1066029734982,79.9944785766709",2700000,4500
"Chennai, Tamil Nadu",2,800,,2,"12.9530392539792,80.1555925012907",5000000,4854
"Chennai, Tamil Nadu",3,,,1,,25000000,13889
"Chennai, Tamil Nadu",3,,,3,"12.8846331362998,80.1872518913009",7500000,6250
"Chennai, Tamil Nadu",2,750,,2,"12.949622,80.1463045",3500000,4118
"Chennai, Tamil Nadu",2,845,,2,"12.78926647521,80.2216878562107",5500000,6509
"Chennai, Tamil Nadu",3,850,,4,"12.9677498008824,80.2609916033959",10000000,10142
"Chennai, Tamil Nadu",2,,,,"12.78926647521,80.2216878562107",4070400,6400
"Chennai, Tamil Nadu",3,,,4,"12.854979,80.144706",4000000,4008
"Chennai, Tamil Nadu",2,,,5,"12.903766,80.190128",7200000,5538
"Chennai, Tamil Nadu",3,,,5,"12.9882889741159,80.1374755616644",6800000,6308
"Chennai, Tamil Nadu",3,,,5,"12.9882889741159,80.1374755616644",6800000,6308
"Chennai, Tamil Nadu",2,,,5,"13.0672471,80.2516692",7500000,8929
"Chennai, Tamil Nadu",3,,,5,"13.123782,80.23279",15500000,11923
"Chennai, Tamil Nadu",3,,,5,"13.1644705,80.2313021",6000000,5561
"Chennai, Tamil Nadu",2,,,5,"13.0455017428168,80.1381581133468",6600000,6600
"Chennai, Tamil Nadu",3,,,5,"13.0858729262103,80.2219512278054",5340000,3560
"Chennai, Tamil Nadu",2,,,3,"13.0383375524216,80.1548939621031",7500000,6545
"Chennai, Tamil Nadu",2,,,5,"13.0196686,80.2047479",6000000,7500
"Chennai, Tamil Nadu",2,,,2,"12.9790785,80.219185",5200000,5810
"Chennai, Tamil Nadu",2,,,5,"12.9838622246613,80.2064127494587",7150000,6217
"Chennai, Tamil Nadu",2,,,5,"12.9187315,80.184651",4500000,4500
"Chennai, Tamil Nadu",2,,,5,"12.9187315,80.184651",3700000,3936
"Chennai, Tamil Nadu",2,,,1,"12.9841277179106,80.2623015088454",10000000,15385
"Chennai, Tamil Nadu",2,740,,2,"13.1067644888464,80.0971337293527",3500000,
"Chennai, Tamil Nadu",2,100,,4,,3500000,5738
"Chennai, Tamil Nadu",2,912,,4,"13.1118299685649,80.1568173577039",5800000,6360
"Chennai, Tamil Nadu",3,,,19,"12.8078981093305,80.2233711681942",7200000,7843
"Chennai, Tamil Nadu",2,580,,10,"12.9219672,80.1129557",6000000,9231
"Chennai, Tamil Nadu",2,850,,3,"13.1451546751276,80.1833368794788",5967000,5850
"Chennai, Tamil Nadu",3,2049,,4,"13.0839192,80.2388421",30800000,19274
"Chennai, Tamil Nadu",2,657,,20,"12.8078981093305,80.2233711681942",6800000,7935
"Chennai, Tamil Nadu",2,700,,5,"12.8584827979507,80.2097346240516",5500000,5392
"Chennai, Tamil Nadu",2,,,4,"13.0328334863067,80.0136948456019",5000000,5848
"Chennai, Tamil Nadu",2,,,2,"12.9790785,80.219185",5000000,6250
"Chennai, Tamil Nadu",3,1000,,2,"13.0542119455925,80.1798210816675",13000000,11207
"Chennai, Tamil Nadu",2,850,,3,"12.8289078864475,80.163667125621",5200000,5058
"Chennai, Tamil Nadu",2,824,,2,"13.1213679985819,80.126771937612",4075000,
"Chennai, Tamil Nadu",2,500,,,"12.8415741112588,80.0657885550007",4800000,4990
"Chennai, Tamil Nadu",2,401,,3,"13.0811279,80.144744",6500000,8312
"Chennai, Tamil Nadu",2,,,,"13.06143094893,79.9117418437192",3500000,2917
"Chennai, Tamil Nadu",3,,,,"12.9419702430646,80.2102734469509",10000000,12500
"Chennai, Tamil Nadu",2,60,,2,"13.1334512317989,80.1355424804045",3000000,4491
"Chennai, Tamil Nadu",2,775,,2,"12.9841277179106,80.2623015088454",7100000,6636
"Chennai, Tamil Nadu",2,,,17,"13.0824676325256,80.1749589803406",6500000,6842
"Chennai, Tamil Nadu",3,,,,"13.084328,80.1848716",22500000,26786
"Chennai, Tamil Nadu",3,,,4,"12.8415741112588,80.0657885550007",3700000,3413
"Chennai, Tamil Nadu",2,,,4,"12.9978704435486,80.2441164417023",5000000,5133
"Chennai, Tamil Nadu",2,100,,2,"13.1067644888464,80.0971337293527",3500000,9972
"Chennai, Tamil Nadu",2,,,,"13.115516,80.232512",3780000,3556
"Chennai, Tamil Nadu",3,,,,"12.7719953,80.20884",4980000,3557
"Chennai, Tamil Nadu",3,,,,"12.7719953,80.20884",5830000,2668
"Chennai, Tamil Nadu",2,,,4,,13500000,12184
"Chennai, Tamil Nadu",3,,,19,"12.8460555,80.2246475",6700000,5492
"Chennai, Tamil Nadu",2,,,4,"13.1377480720469,80.2478771800048",3200000,4923
"Chennai, Tamil Nadu",2,,,,"13.1460295244805,80.1364781000217",3670000,3563
"Chennai, Tamil Nadu",2,,,,"13.1460295244805,80.1364781000217",2090000,2666
"Chennai, Tamil Nadu",3,1200,,4,"13.0159937334177,80.1792964667864",17500000,9419
"Chennai, Tamil Nadu",2,,,2,"13.0383375524216,80.1548939621031",8500000,8595
"Chennai, Tamil Nadu",3,,,2,"12.9790785,80.219185",11000000,8682
"Chennai, Tamil Nadu",2,,,4,"13.1118299685649,80.1568173577039",4500000,4198
"Chennai, Tamil Nadu",3,,,,"13.0387179,80.251918",5340000,
"Chennai, Tamil Nadu",3,,,,"13.0387179,80.251918",6410000,3561
"Chennai, Tamil Nadu",3,,,,"13.0387179,80.251918",5100000,3564
"Chennai, Tamil Nadu",2,661,,,"13.1042549062143,80.2474364178482",2030000,2668
"Chennai, Tamil Nadu",2,520,,,"13.139633,80.1822474",2120000,3557
"Chennai, Tamil Nadu",2,,,,"13.139633,80.1822474",7500000,6250
"Chennai, Tamil Nadu",2,,,,"13.0913435,80.1414395",2470000,2872
"Chennai, Tamil Nadu",2,,,,"13.0163320529124,80.1105512784793",3560000,3560
"Chennai, Tamil Nadu",2,900,,,"13.0163320529124,80.1105512784793",2760000,2875
"Chennai, Tamil Nadu",2,700,,,"12.9796274877495,80.1790856384604",2490000,3557
"Chennai, Tamil Nadu",2,,,,"12.9796274877495,80.1790856384604",2440000,2881
"Chennai, Tamil Nadu",2,,,,"12.8862024756187,80.137087929967",3930000,3560
"Chennai, Tamil Nadu",2,,,,"12.9850815,80.1370981",2650000,3567
"Chennai, Tamil Nadu",3,,,,"12.9950635393032,80.1409171575367",5260000,3564
"Chennai, Tamil Nadu",3,,,,"12.9950635393032,80.1409171575367",5900000,3561
"Chennai, Tamil Nadu",2,,,,"13.124567,80.093831",2130000,2878
"Chennai, Tamil Nadu",2,,,,"13.124567,80.093831",2130000,2662
"Chennai, Tamil Nadu",2,725,,,"13.1212023408831,80.2398423680701",2580000,
"Chennai, Tamil Nadu",2,,,,"13.1212023408831,80.2398423680701",2210000,2870
"Chennai, Tamil Nadu",3,925,,,"13.119989425118,80.1434998033618",4110000,3558
"Chennai, Tamil Nadu",2,750,,,"13.119989425118,80.1434998033618",3310000,3559
"Chennai, Tamil Nadu",3,,,,"13.119989425118,80.1434998033618",5020000,3560
"Chennai, Tamil Nadu",2,,,,"13.119989425118,80.1434998033618",2810000,3566
"Chennai, Tamil Nadu",2,798,,,"13.119989425118,80.1434998033618",2840000,3559
"Chennai, Tamil Nadu",3,,,,"13.0677472693488,80.1414657522893",4110000,2874
"Chennai, Tamil Nadu",3,,,,"13.0677472693488,80.1414657522893",4440000,2667
"Chennai, Tamil Nadu",3,850,,,"13.0677472693488,80.1414657522893",3910000,3558
"Chennai, Tamil Nadu",3,,,,"13.0677472693488,80.1414657522893",5060000,3563
"Chennai, Tamil Nadu",3,,,,"13.1260909233088,80.2206603656209",3330000,
"Chennai, Tamil Nadu",2,785,,,"13.150708,80.230376",2800000,
"Chennai, Tamil Nadu",3,,,,"13.0464002,80.1233829",5330000,2665
"Chennai, Tamil Nadu",3,,,,"13.0464002,80.1233829",5330000,2665
"Chennai, Tamil Nadu",2,950,,4,"13.0577387204286,80.1549407633398",7800000,7014
"Chennai, Tamil Nadu",2,,,,"13.0564055,80.240144",3030000,3565
"Chennai, Tamil Nadu",3,,,,"13.0564055,80.240144",7010000,2875
"Chennai, Tamil Nadu",2,760,,,"13.07674,80.1902828",2710000,
"Chennai, Tamil Nadu",2,,,,"13.07674,80.1902828",3240000,3560
"Chennai, Tamil Nadu",2,,,,"13.0658650852139,80.214302086574",3210000,2664
"Chennai, Tamil Nadu",2,550,,2,"13.0383375524216,80.1548939621031",4800000,6266
"Chennai, Tamil Nadu",2,900,,,"13.1067644888464,80.0971337293527",7000000,
"Chennai, Tamil Nadu",2,,,4,"12.940413,80.238329",11574000,9000
"Chennai, Tamil Nadu",2,751,,3,"12.940413,80.238329",6800000,7242
"Chennai, Tamil Nadu",2,,,11,"12.9479419611531,80.1874652765751",5921452,6367
"Chennai, Tamil Nadu",3,,,4,"12.9479419611531,80.1874652765751",8425000,6250
"Chennai, Tamil Nadu",2,,,2,"12.9479419611531,80.1874652765751",4500000,5068
"Chennai, Tamil Nadu",2,,,2,"13.011617,80.177328",3900000,5493
"Chennai, Tamil Nadu",2,,,2,"13.011617,80.177328",4647000,5499
"Chennai, Tamil Nadu",2,,,4,"13.0178325,80.1488964",1900000,3177
"Chennai, Tamil Nadu",2,650,,2,"12.971088,80.132111",4500000,6923
"Chennai, Tamil Nadu",3,,,16,"13.0710425,80.260245",41000000,20138
"Chennai, Tamil Nadu",2,843,,2,"12.9131489509389,80.1899888371987",5300000,6287
"Chennai, Tamil Nadu",3,,,8,"12.78926647521,80.2216878562107",4200000,3681
"Chennai, Tamil Nadu",2,,,4,"13.0159937334177,80.1792964667864",8500000,9239
"Chennai, Tamil Nadu",3,,,3,"12.9790785,80.219185",12500000,9398
"Chennai, Tamil Nadu",2,730,,4,"12.78926647521,80.2216878562107",4500000,5376
"Chennai, Tamil Nadu",2,900,,,"12.9796274877495,80.1790856384604",2780000,3564
"Chennai, Tamil Nadu",2,,,,"12.8862024756187,80.137087929967",1960000,2667
"Chennai, Tamil Nadu",3,,,,"12.941816,80.256904",5100000,2667
"Chennai, Tamil Nadu",2,932,,,"12.9850815,80.1370981",3320000,
"Chennai, Tamil Nadu",2,800,,,"12.9850815,80.1370981",2850000,
"Chennai, Tamil Nadu",2,375,,,"12.9850815,80.1370981",2670000,3555
"Chennai, Tamil Nadu",2,,,,"12.9950635393032,80.1409171575367",2990000,3560
"Chennai, Tamil Nadu",2,,,,"12.9574089886561,80.1355996530345",2880000,
"Chennai, Tamil Nadu",3,,,,"13.0464002,80.1233829",5330000,2665
"Chennai, Tamil Nadu",3,,,,"13.0464002,80.1233829",5330000,2665
"Chennai, Tamil Nadu",3,,,,"13.0464002,80.1233829",5330000,2665
"Chennai, Tamil Nadu",3,,,,"13.0464002,80.1233829",4670000,2669
"Chennai, Tamil Nadu",2,680,,,"12.9747265,80.214758",2420000,
"Chennai, Tamil Nadu",2,950,,,"12.9747265,80.214758",3380000,3558
"Chennai, Tamil Nadu",2,740,,,"12.9747265,80.214758",3360000,3563
"Chennai, Tamil Nadu",2,730,,,"12.9747265,80.214758",3130000,3557
"Chennai, Tamil Nadu",2,780,,,"12.955460529626,80.1758666249454",2780000,
"Chennai, Tamil Nadu",2,,,,"12.955460529626,80.1758666249454",3450000,3557
"Chennai, Tamil Nadu",2,,,,"12.955460529626,80.1758666249454",2690000,2874
"Chennai, Tamil Nadu",3,806,,,"12.9572606360514,80.2348025820722",4270000,3558
"Chennai, Tamil Nadu",2,860,,,"12.9572606360514,80.2348025820722",3060000,
"Chennai, Tamil Nadu",3,,,,"12.9572606360514,80.2348025820722",4400000,2667
"Chennai, Tamil Nadu",3,,,,"12.9572606360514,80.2348025820722",5130000,3562
"Chennai, Tamil Nadu",3,913,,,"12.9572606360514,80.2348025820722",4840000,2872
"Chennai, Tamil Nadu",2,700,,,"13.0728982208542,80.2447479800786",2600000,3562
"Chennai, Tamil Nadu",2,,,,"13.1051958354667,80.2031750584428",3380000,3558
"Chennai, Tamil Nadu",3,,,,"13.1051958354667,80.2031750584428",3600000,2667
"Chennai, Tamil Nadu",2,,,,"13.0597941607575,80.1992700961767",2710000,3566
"Chennai, Tamil Nadu",2,750,,,"13.0597941607575,80.1992700961767",3350000,3556
"Chennai, Tamil Nadu",2,900,,,"13.0564055,80.240144",3030000,3565
"Chennai, Tamil Nadu",2,,,,"13.07674,80.1902828",3820000,3560
"Chennai, Tamil Nadu",3,429,,,"13.0658650852139,80.214302086574",1140000,2657
"Chennai, Tamil Nadu",2,,,,"13.0658650852139,80.214302086574",2690000,6256
"Chennai, Tamil Nadu",2,784,,,"13.0658650852139,80.214302086574",2850000,3558
"Chennai, Tamil Nadu",3,,,,"13.093735,80.279578",4770000,2665
"Chennai, Tamil Nadu",2,,,,"13.093735,80.279578",3200000,3556
"Chennai, Tamil Nadu",3,,,,"13.0058005,80.262458",6470000,3563
"Chennai, Tamil Nadu",3,,,,"13.0919876,80.2268499",6150000,3561
"Chennai, Tamil Nadu",3,,,,"13.0919876,80.2268499",3030000,3565
"Chennai, Tamil Nadu",2,,,,"13.0919876,80.2268499",3200000,2667
"Chennai, Tamil Nadu",3,,,,"13.0919876,80.2268499",5340000,3560
"Chennai, Tamil Nadu",2,,,,"13.0919876,80.2268499",3560000,3560
"Chennai, Tamil Nadu",3,567,,3,"13.0657126108568,80.2822612979763",12000000,15645
"Chennai, Tamil Nadu",2,880,,10,"12.9385149814434,80.2185794136803",7500000,7353
"Chennai, Tamil Nadu",3,1242,,10,"12.9734035,80.1319385",10900000,7023
"Chennai, Tamil Nadu",2,790,,6,"12.8415741112588,80.0657885550007",6000000,6276
"Chennai, Tamil Nadu",3,1220,,1,"13.0408411712709,80.2007333586726",10000000,
"Chennai, Tamil Nadu",2,,,3,"13.0717947525593,80.2102066430882",9000000,9434
"Chennai, Tamil Nadu",3,,,4,"12.8415741112588,80.0657885550007",6500000,4526
