address,bedrooms,carpet_area,carp_area_unit,floors,location,price,price_per_sq_ft
"Kolkata, West Bengal",2,812,,13,"22.436817,88.383949",5300000,5222
"Kolkata, West Bengal",3,1157,,2,"22.436286,88.3972076",6500000,4492
"Kolkata, West Bengal",2,608,,4,"22.5874385016107,88.3773438444513",7200000,7801
"Kolkata, West Bengal",3,900,,5,"22.4947707931636,88.4172790361899",7500000,5971
"Kolkata, West Bengal",2,786,,4,"22.5056764855682,88.3553575273392",4300000,4649
"Kolkata, West Bengal",2,744,,4,"22.632352509818,88.4809018584748",6800000,7312
"Kolkata, West Bengal",3,1226,,5,"22.6069153972244,88.4131853621623",8500000,5545
"Kolkata, West Bengal",2,600,,4,"22.4914608186585,88.3918745509369",3900000,6240
"Kolkata, West Bengal",2,447,,14,"22.50767332733,88.2232504863398",2800000,3933
"Kolkata, West Bengal",3,1920,,9,"22.4866854557907,88.3138694977795",20700000,8625
"Kolkata, West Bengal",2,620,,5,"22.7602199563765,88.3770782292498",2160000,3000
"Kolkata, West Bengal",2,700,,4,"22.436286,88.3972076",3800000,4343
"Kolkata, West Bengal",3,900,,3,"22.4789783,88.36119",4200000,3818
"Kolkata, West Bengal",3,1350,,4,"22.4739768,88.3678436",12000000,6857
"Kolkata, West Bengal",2,890,,4,"22.4499075,88.3957111",3200000,
"Kolkata, West Bengal",3,1305,,12,"22.5666500391051,88.39319544508",19000000,10326
"Kolkata, West Bengal",2,704,,3,"22.632373,88.378414",4100000,4659
"Kolkata, West Bengal",2,800,,4,"22.4975408050019,88.3500407147192",5100000,5460
"Kolkata, West Bengal",2,,,4,"22.5782811149978,88.4632851916895",4700000,6963
"Kolkata, West Bengal",2,700,,4,"22.494704,88.379484",4500000,5625
"Kolkata, West Bengal",2,700,,4,"22.7268520168502,88.4860450081559",2600000,2968
"Kolkata, West Bengal",2,725,,5,"22.6938279,88.394354",2300000,2536
"Kolkata, West Bengal",2,780,,4,"22.6174825,88.428258",3600000,3692
"Kolkata, West Bengal",3,1240,,,"22.4452810259584,88.4146031108378",10800000,7407
"Kolkata, West Bengal",2,109,,,"22.461197,88.3193521",9500000,8023
"Kolkata, West Bengal",2,700,,4,"22.4825471,88.3260482",4000000,
"Kolkata, West Bengal",3,1000,,19,"22.6833403,88.3704781",14000000,9253
"Kolkata, West Bengal",3,,,,"22.4679978754804,88.3088164357578",12500000,6944
"Kolkata, West Bengal",3,1884,,1,"22.5324861,88.3549239",23720000,10072
"Kolkata, West Bengal",2,,,3,"22.522202,88.394269",4700000,5875
"Kolkata, West Bengal",2,684,,6,"22.6299271,88.4346975",4500000,5263
"Kolkata, West Bengal",3,928,,14,"22.6322091416971,88.4501774973632",12000000,9231
"Kolkata, West Bengal",3,994,,4,"22.4975408050019,88.3500407147192",8600000,7026
"Kolkata, West Bengal",2,730,,4,"22.4866854557907,88.3138694977795",4650000,5121
"Kolkata, West Bengal",2,550,,4,"22.515049,88.3494499",7000000,8485
"Kolkata, West Bengal",2,920,,9,"22.5782811149978,88.4632851916895",11500000,10000
"Kolkata, West Bengal",2,550,,5,"22.6244838,88.4390133",2450000,3657
"Kolkata, West Bengal",3,850,,5,"22.6322091416971,88.4501774973632",4400000,4059
"Kolkata, West Bengal",2,,,6,"22.66298289,88.3760453",4600000,5913
"Kolkata, West Bengal",3,,,4,"22.436286,88.3972076",6000000,4688
"Kolkata, West Bengal",3,,,12,"22.6322091416971,88.4501774973632",13500000,7377
"Kolkata, West Bengal",2,447,,14,"22.511135,88.24616",2500000,3511
"Kolkata, West Bengal",3,,,4,"22.5550933802888,88.3702711048187",12500000,9881
"Kolkata, West Bengal",2,973,,4,"22.510755,88.3858781",4000000,
"Kolkata, West Bengal",2,860,,5,"22.6322091416971,88.4501774973632",4000000,4069
"Kolkata, West Bengal",2,780,,4,"22.4739768,88.3678436",4200000,
"Kolkata, West Bengal",2,510,,4,"22.4769712,88.35749843",2300000,3833
"Kolkata, West Bengal",2,925,,5,"22.6031342811706,88.4064939786919",5500000,5238
"Kolkata, West Bengal",3,990,,6,"22.5906038016404,88.4385817880075",8200000,6431
"Kolkata, West Bengal",2,848,,12,"22.4989321,88.314684",5700000,5377
"Kolkata, West Bengal",3,741,,4,"22.5906038016404,88.4385817880075",3500000,3776
"Kolkata, West Bengal",2,803,,4,"22.4894418013717,88.3967513568169",6300000,6275
"Kolkata, West Bengal",2,960,,5,"22.4975408050019,88.3500407147192",8500000,7727
"Kolkata, West Bengal",2,680,,21,"22.7602199563765,88.3770782292498",5800000,7250
"Kolkata, West Bengal",3,,,4,"22.6911425370566,88.4760379308133",3900000,3316
"Kolkata, West Bengal",2,,,4,"22.5306615,88.3819774",2900000,4462
"Kolkata, West Bengal",3,,,5,"22.601837,88.385287",4500000,4839
"Kolkata, West Bengal",3,850,,4,"22.5052675674531,88.2933843446453",4000000,3810
"Kolkata, West Bengal",3,1500,,3,"22.4964121707042,88.3090176904501",9950000,5528
"Kolkata, West Bengal",2,,,5,"22.5857569727824,88.2339943830877",1975000,3135
"Kolkata, West Bengal",3,1224,,,"22.5913323,88.4821379",25000000,17361
"Kolkata, West Bengal",2,,,3,"22.6690556,88.429313",2500000,3759
"Kolkata, West Bengal",2,476,,4,"22.452025,88.3011729",3100000,4000
"Kolkata, West Bengal",3,1440,,1,"22.6363592729872,88.4571870248266",6900000,4785
"Kolkata, West Bengal",2,680,,3,"22.578765,88.3826035",3500000,5000
"Kolkata, West Bengal",3,1143,,5,"22.6462838798258,88.4392257996707",4950000,4047
"Kolkata, West Bengal",2,,,5,"22.6442034,88.367078",3600000,4675
"Kolkata, West Bengal",2,815,,18,"23.93988455,88.59879172",13500000,13261
"Kolkata, West Bengal",3,,,15,"22.452025,88.3011729",8000000,7092
"Kolkata, West Bengal",2,950,,3,"22.5290073561954,88.3557779594873",14000000,12727
"Kolkata, West Bengal",2,606,,4,"22.6441115722038,88.3776655603519",2550000,3576
"Kolkata, West Bengal",3,,,15,"22.511135,88.24616",3700000,2994
"Kolkata, West Bengal",3,1000,,4,"22.4791690724017,88.3735741734691",8300000,5533
"Kolkata, West Bengal",2,1022,,6,"22.6462838798258,88.4392257996707",5500000,
"Kolkata, West Bengal",2,620,,3,"22.6322091416971,88.4501774973632",2600000,3495
"Kolkata, West Bengal",3,840,,4,"22.483427,88.4187745",5500000,4583
"Kolkata, West Bengal",2,,,3,"22.5631866469309,88.2967790368275",2600000,4101
"Kolkata, West Bengal",2,680,,4,"22.6230394014948,88.4373140678326",3900000,4131
"Kolkata, West Bengal",2,580,,4,"22.6174825,88.428258",2450000,3078
"Kolkata, West Bengal",2,715,,3,"22.4739768,88.3678436",4750000,6643
"Kolkata, West Bengal",2,750,,7,"22.4452810259584,88.4146031108378",3300000,3905
"Kolkata, West Bengal",3,850,,6,"22.6031342811706,88.4064939786919",5000000,4587
"Kolkata, West Bengal",3,850,,5,"22.6441115722038,88.3776655603519",5500000,5093
"Kolkata, West Bengal",2,550,,4,"22.613443161793,88.4262200281149",2700000,4091
"Kolkata, West Bengal",3,,,4,"22.49163401,88.38405683",4800000,4000
"Kolkata, West Bengal",2,700,,4,"22.4913497306074,88.4092948781644",5000000,5236
"Kolkata, West Bengal",2,550,,3,"22.5518856758608,88.3917706689672",2850000,
"Kolkata, West Bengal",2,720,,,"22.4452810259584,88.4146031108378",1600000,888
"Kolkata, West Bengal",2,550,,3,"22.452025,88.3011729",2500000,3846
"Kolkata, West Bengal",3,982,,4,"22.47972552,88.41181514",6200000,5049
"Kolkata, West Bengal",2,,,4,"22.6690556,88.429313",5000000,5952
"Kolkata, West Bengal",2,500,,5,"22.594919,88.4363745",2600000,4283
"Kolkata, West Bengal",2,1121,,5,"22.6911425370566,88.4760379308133",5000000,3605
"Kolkata, West Bengal",2,,,6,"22.6241128393244,88.4099833734529",6240000,5398
"Kolkata, West Bengal",2,553,,3,"22.4849859323018,88.3018959313742",2600000,3616
"Kolkata, West Bengal",2,630,,4,"22.61257,88.43322",2300000,2911
"Kolkata, West Bengal",3,710,,3,"22.4765080063098,88.3193545223625",3500000,3743
"Kolkata, West Bengal",2,,,,"22.77943369,88.7466249",5000000,4167
"Kolkata, West Bengal",2,750,,4,"22.4975408050019,88.3500407147192",4000000,4167
"Kolkata, West Bengal",2,841,,9,"22.5134129,88.3559744",9700000,11534
"Kolkata, West Bengal",3,950,,5,"22.6230394014948,88.4373140678326",6500000,5692
"Kolkata, West Bengal",2,640,,14,"22.6727870235105,88.3407020661963",3700000,4474
"Kolkata, West Bengal",2,,,4,"22.4708985,88.3634115",3100000,4133
"Kolkata, West Bengal",2,664,,4,"22.4541576880339,88.3908201171807",3486000,4200
"Kolkata, West Bengal",3,,,4,"22.6261676,88.4461112",6000000,4448
"Kolkata, West Bengal",3,980,,4,"22.4708985,88.3634115",5000000,7143
"Kolkata, West Bengal",2,,,4,"22.5109605,88.330497",9800000,7840
"Kolkata, West Bengal",2,,,5,,5400000,4596
"Kolkata, West Bengal",2,702,,5,"22.6322091416971,88.4501774973632",4200000,4789
"Kolkata, West Bengal",3,850,,4,"22.6209607729154,88.4287069515799",4500000,4286
"Kolkata, West Bengal",3,832,,7,"22.4989321,88.314684",5200000,4685
"Kolkata, West Bengal",3,960,,4,"22.5036197379466,88.3903713128196",7800000,6500
"Kolkata, West Bengal",3,877,,12,"22.4866854557907,88.3138694977795",6200000,5652
"Kolkata, West Bengal",3,,,4,"22.4671475414067,88.3286399647684",3800000,3588
"Kolkata, West Bengal",2,700,,5,"22.6468155124079,88.4328196077783",4000000,4415
"Kolkata, West Bengal",3,,,5,"22.462561,88.390719",7795200,5800
"Kolkata, West Bengal",2,500,,5,"22.4914608186585,88.3918745509369",2800000,4000
"Kolkata, West Bengal",3,850,,4,"22.6091998581349,88.4244771274374",5866066,5285
"Kolkata, West Bengal",2,,,5,"22.4693178367555,88.3959646263232",2600000,3467
"Kolkata, West Bengal",2,760,,3,"22.4648244216082,88.3257112909951",2200000,2444
"Kolkata, West Bengal",2,,,11,"22.5913323,88.4821379",6500000,8398
"Kolkata, West Bengal",3,,,13,"22.44474258,88.29138493",10500000,8427
"Kolkata, West Bengal",2,1000,,,"22.6553930462308,88.859469709476",12500000,595
"Kolkata, West Bengal",2,,,4,"22.6322091416971,88.4501774973632",3200000,4390
"Kolkata, West Bengal",3,1050,,5,"22.5538866700511,88.3396176576131",14000000,10769
"Kolkata, West Bengal",3,1200,,5,"22.5744737333848,88.4119109888685",12500000,8929
"Kolkata, West Bengal",3,,,27,"22.5913323,88.4821379",14100000,9246
"Kolkata, West Bengal",2,714,,3,"22.520649892003,88.3811358806701",4500000,5357
"Kolkata, West Bengal",2,550,,3,"22.5666500391051,88.39319544508",3500000,5303
"Kolkata, West Bengal",3,1188,,4,"22.612633,88.474306",8500000,6800
"Kolkata, West Bengal",3,940,,4,"22.5332961045428,88.3460078269203",15000000,11228
"Kolkata, West Bengal",2,650,,4,"22.4789044761075,88.383755441197",3000000,4286
"Kolkata, West Bengal",2,900,,3,"22.504148474996,88.3452766115927",5500000,5238
"Kolkata, West Bengal",3,,,6,"22.650658,88.3800254",7550001,6229
"Kolkata, West Bengal",2,850,,4,"22.6239455107891,88.4105116390373",3500000,3391
"Kolkata, West Bengal",3,1472,,8,"22.5913323,88.4821379",15000000,8152
"Kolkata, West Bengal",3,1185,,4,"22.5379451293073,88.3688797115956",8600000,6209
"Kolkata, West Bengal",2,910,,3,"22.578765,88.3826035",6500000,6915
"Kolkata, West Bengal",3,860,,4,"22.6152971299192,88.3850539869984",9500000,7956
"Kolkata, West Bengal",3,1090,,11,"22.676677,88.348159",8500000,6080
"Kolkata, West Bengal",3,1110,,5,"22.6186787351578,88.3807513884017",5000000,4505
"Kolkata, West Bengal",2,,,,"22.518036,88.4001305",4230000,5000
"Kolkata, West Bengal",3,,,,"22.6322091416971,88.4501774973632",6500000,5652
"Kolkata, West Bengal",3,674,,18,"22.5913323,88.4821379",13000000,12104
"Kolkata, West Bengal",3,,,20,"22.518036,88.4001305",11200000,8861
"Kolkata, West Bengal",3,,,20,"22.4975408050019,88.3500407147192",14200000,10028
"Kolkata, West Bengal",3,1400,,15,"22.520649892003,88.3811358806701",25000000,12768
"Kolkata, West Bengal",3,,,13,"22.6322091416971,88.4501774973632",12500000,9690
"Kolkata, West Bengal",3,,,,"22.6322091416971,88.4501774973632",10500000,7527
"Kolkata, West Bengal",2,,,23,"22.5913323,88.4821379",13000000,14773
"Kolkata, West Bengal",3,1160,,8,"22.637709942432,88.4512533854843",12500000,7716
"Kolkata, West Bengal",2,580,,5,"22.4789044761075,88.383755441197",2500000,3623
"Kolkata, West Bengal",3,1086,,7,"22.5286222234965,88.3659360116177",10500000,7521
"Kolkata, West Bengal",2,,,3,"22.594919,88.4363745",2100000,2625
"Kolkata, West Bengal",2,1100,,5,"22.5379451293073,88.3688797115956",10000000,8000
"Kolkata, West Bengal",2,990,,,,5000000,4167
"Kolkata, West Bengal",3,1248,,20,"22.511135,88.24616",3600000,2330
"Kolkata, West Bengal",3,,,5,"22.7268520168502,88.4860450081559",4050000,3002
"Kolkata, West Bengal",2,,,14,"22.511135,88.24616",2100000,2949
"Kolkata, West Bengal",2,671,,4,"22.7602199563765,88.3770782292498",2900000,
"Kolkata, West Bengal",3,,,12,"22.4975408050019,88.3500407147192",18500000,11185
"Kolkata, West Bengal",3,1300,,3,"22.5765307482355,88.3947247735966",4800000,3200
"Kolkata, West Bengal",2,,,6,,11000000,8327
"Kolkata, West Bengal",3,,,19,"22.5109605,88.330497",18000000,12138
"Kolkata, West Bengal",3,1000,,5,"22.5286222234965,88.3659360116177",10500000,8400
