price_per_sq_ft,price,location,bedrooms,city_name,floors,address,land_area_unit
3946,4400000,"25.6182324,85.0851076",2,Patna,,"Patna, Bihar",
2788,3190000,"25.6182324,85.0851076",2,Patna,,"Patna, Bihar",
4795,7000000,"25.610181,85.1062428",3,Patna,,"Patna, Bihar",
2795,2200000,"25.610181,85.1062428",2,Patna,,"Patna, Bihar",
6667,7000000,"25.610181,85.1062428",2,Patna,,"Patna, Bihar",
91,100000,"25.610181,85.1062428",2,Patna,,"Patna, Bihar",
2790,3850000,"25.624057,85.06231",3,Patna,,"Patna, Bihar",
2794,2950000,"25.624057,85.06231",3,Patna,,"Patna, Bihar",
4938,4000000,"25.614112,85.06102",2,Patna,4,"Patna, Bihar",
2790,2930000,"25.5971334,85.1401577",2,Patna,,"Patna, Bihar",
2793,3910000,"25.6097136,85.1490571",3,Patna,,"Patna, Bihar",
,2740000,"25.6097136,85.1490571",2,Patna,,"Patna, Bihar",
2791,3070000,"25.6097136,85.1490571",2,Patna,,"Patna, Bihar",
2789,3880000,"25.6053291,85.1647866",3,Patna,,"Patna, Bihar",
2787,2550000,"25.6053291,85.1647866",2,Patna,,"Patna, Bihar",
2795,5170000,"25.6053291,85.1647866",3,Patna,,"Patna, Bihar",
2791,3210000,"25.5971334,85.1401577",2,Patna,,"Patna, Bihar",
,2790000,"25.5971334,85.1401577",2,Patna,,"Patna, Bihar",
2791,3070000,"25.6097136,85.1490571",2,Patna,,"Patna, Bihar",
2794,2710000,"25.5874773,85.1854249",2,Patna,,"Patna, Bihar",
7803,13500000,"25.5874773,85.1854249",2,Patna,,"Patna, Bihar",
,2400000,"25.5874773,85.1854249",2,Patna,,"Patna, Bihar",
12500,7500000,"25.5837173,85.1400863",2,Patna,,"Patna, Bihar",12850
2792,2960000,"25.5837173,85.1400863",3,Patna,,"Patna, Bihar",
2792,2960000,"25.5837173,85.1400863",3,Patna,,"Patna, Bihar",
5000,9500000,"25.5878368,85.1158421",2,Patna,,"Patna, Bihar",
2791,3000000,"25.5878368,85.1158421",2,Patna,,"Patna, Bihar",
2793,3770000,"25.5978272,85.1969061",3,Patna,,"Patna, Bihar",
4000,6000000,"25.5978272,85.1969061",3,Patna,,"Patna, Bihar",
,2510000,"25.6157928,85.1827698",2,Patna,,"Patna, Bihar",
12219,12500000,"25.6157928,85.1827698",3,Patna,,"Patna, Bihar",
5385,4200000,"25.6157928,85.1827698",2,Patna,,"Patna, Bihar",
2791,2490000,"25.6068873,85.1532253",2,Patna,,"Patna, Bihar",
2790,3490000,"25.61046,85.141667",3,Patna,,"Patna, Bihar",
2790,3490000,"25.61046,85.141667",3,Patna,,"Patna, Bihar",
2793,4120000,"25.6389524,85.1103291",3,Patna,,"Patna, Bihar",
2794,3970000,"25.61046,85.141667",3,Patna,,"Patna, Bihar",
2793,3980000,"25.61046,85.141667",3,Patna,,"Patna, Bihar",
4506,6309000,"25.61046,85.141667",2,Patna,,"Patna, Bihar",
3649,5200000,"25.6355556,85.0408333",3,Patna,10,"Patna, Bihar",
9456,16500000,"25.5934403,85.1848704",3,Patna,7,"Patna, Bihar",
4545,5000000,"25.606342,85.1600713",2,Patna,4,"Patna, Bihar",
3932,5800000,"25.5823755,85.1493967",3,Patna,5,"Patna, Bihar",
10033445,15000000000,,3,Patna,5,"Patna, Bihar",
4061,4000000,"25.5878368,85.1158421",2,Patna,4,"Patna, Bihar",
7118,12500000,"25.6254469999999,85.0557665711646",3,Patna,7,"Patna, Bihar",
5000,7500000,"25.395073,85.915316",2,Patna,3,"Patna, Bihar",
7042,10000000,"25.614112,85.06102",3,Patna,7,"Patna, Bihar",
6373,6500000,"25.6039915,85.1052187",2,Patna,4,"Patna, Bihar",
6100,8875500,"25.6355556,85.0408333",3,Patna,8,"Patna, Bihar",
4000,4800000,"25.395073,85.915316",2,Patna,4,"Patna, Bihar",
4915,5800000,"25.6058208688713,85.0754978533909",3,Patna,6,"Patna, Bihar",
7306,8000000,"25.6254469999999,85.0557665711646",2,Patna,6,"Patna, Bihar",
5231,6800000,"25.616882,85.048736",3,Patna,3,"Patna, Bihar",
3148,5500000,"25.6173915,85.0890827",3,Patna,4,"Patna, Bihar",
4430,7000000,"25.6173915,85.0890827",3,Patna,6,"Patna, Bihar",
6522,7500000,"25.5983312,85.1764491",3,Patna,3,"Patna, Bihar",
5785,7000000,"25.5983312,85.1764491",3,Patna,4,"Patna, Bihar",
2793,4190000,"25.5983312,85.1764491",3,Patna,11,"Patna, Bihar",
5600,7000000,"25.6254469999999,85.0557665711646",3,Patna,4,"Patna, Bihar",
7491,10000000,"25.6053291,85.1647866",3,Patna,5,"Patna, Bihar",
4883,4400000,"25.6355556,85.0408333",2,Patna,4,"Patna, Bihar",
8712,11500000,"25.623244,85.128633",3,Patna,5,"Patna, Bihar",
3939,6500000,"25.5934403,85.1848704",3,Patna,7,"Patna, Bihar",
4583,5500000,"25.622683,85.040283",2,Patna,11,"Patna, Bihar",
6000,5100000,"25.6085561374604,85.0421725472221",2,Patna,7,"Patna, Bihar",
5250,8200000,"25.581001,85.085995",3,Patna,4,"Patna, Bihar",
4800,5544000,"25.622683,85.040283",2,Patna,17,"Patna, Bihar",
5417,6500000,"25.395073,85.915316",3,Patna,3,"Patna, Bihar",
2792,3350000,"25.6040564271152,85.0722301743928",3,Patna,,"Patna, Bihar",
2792,3630000,"25.6040564271152,85.0722301743928",3,Patna,,"Patna, Bihar",
4802,6900000,"25.564334,85.056386",3,Patna,4,"Patna, Bihar",
3835,5100000,"25.588917,85.168051",3,Patna,4,"Patna, Bihar",
5172,6000000,"25.588917,85.168051",2,Patna,3,"Patna, Bihar",
22059,15000000,"25.588917,85.168051",3,Patna,,"Patna, Bihar",
5000,4800000,"25.60972,85.084291",2,Patna,4,"Patna, Bihar",
5800,7772000,"25.60972,85.084291",3,Patna,5,"Patna, Bihar",
4706,4000000,"25.60972,85.084291",2,Patna,4,"Patna, Bihar",
2222,3000000,"25.591961,85.029842",2,Patna,,"Patna, Bihar",
2790,2860000,"25.591961,85.029842",2,Patna,,"Patna, Bihar",
2791,3070000,"25.618156,85.158824",2,Patna,,"Patna, Bihar",
5914,5500000,"25.618156,85.158824",2,Patna,,"Patna, Bihar",
7456,8500000,"25.5934403,85.1848704",2,Patna,6,"Patna, Bihar",
5951,8152870,"25.5934403,85.1848704",3,Patna,6,"Patna, Bihar",
5951,6784140,"25.5934403,85.1848704",2,Patna,6,"Patna, Bihar",
7500,8550000,"25.5934403,85.1848704",2,Patna,6,"Patna, Bihar",
4808,6000000,"25.61046,85.141667",3,Patna,5,"Patna, Bihar",
5000,5500000,"25.6254469999999,85.0557665711646",3,Patna,,"Patna, Bihar",
6536,11700000,"25.65116,85.097387",3,Patna,14,"Patna, Bihar",
5388,8200000,"25.6355556,85.0408333",3,Patna,5,"Patna, Bihar",
7360,10400000,,3,Patna,4,"Patna, Bihar",
3182,4000000,"25.6075741255455,85.1394661252044",2,Patna,10,"Patna, Bihar",
5333,4800000,"25.6183119,85.0731865",2,Patna,4,"Patna, Bihar",
4478,6000000,"25.6355556,85.0408333",3,Patna,6,"Patna, Bihar",
6971,8100000,"25.6355556,85.0408333",2,Patna,,"Patna, Bihar",
7895,9600000,"25.60972,85.084291",3,Patna,4,"Patna, Bihar",
6718,5475000,"25.610181,85.1062428",2,Patna,3,"Patna, Bihar",
7571,11000000,"25.6355556,85.0408333",3,Patna,13,"Patna, Bihar",
4017,4800000,"25.6039915,85.1052187",3,Patna,4,"Patna, Bihar",
6132,6500000,"25.6258867,85.0846664",2,Patna,4,"Patna, Bihar",
6186,9000000,"25.6355556,85.0408333",3,Patna,7,"Patna, Bihar",
7059,7200000,"25.582124,85.079152",2,Patna,5,"Patna, Bihar",
5515,9900000,"25.591961,85.029842",3,Patna,11,"Patna, Bihar",
8257,9000000,"25.65116,85.097387",2,Patna,7,"Patna, Bihar",
6780,8000000,"25.6254469999999,85.0557665711646",3,Patna,4,"Patna, Bihar",
,3500000,"25.6355556,85.0408333",2,Patna,5,"Patna, Bihar",
6964,9200000,"25.6039915,85.1052187",3,Patna,7,"Patna, Bihar",
7591,11500000,"25.6355556,85.0408333",3,Patna,7,"Patna, Bihar",
4409,6300000,"25.5741272,85.0701001",3,Patna,4,"Patna, Bihar",
15000,18270000,"25.6058208688713,85.0754978533909",2,Patna,6,"Patna, Bihar",
7962,10000000,"25.616882,85.048736",3,Patna,3,"Patna, Bihar",
,5500000,,2,Patna,3,"Patna, Bihar",
8500,12070000,"25.6184616,85.1392663",3,Patna,4,"Patna, Bihar",
6667,10000000,"25.6254469999999,85.0557665711646",3,Patna,4,"Patna, Delhi NCR",
6429,9000000,"25.6039915,85.1052187",3,Patna,8,"Patna, Bihar",
6967,8500000,"25.616453,85.152515",3,Patna,4,"Patna, Bihar",
3658,4960000,"25.582085,85.125396",3,Patna,5,"Patna, Bihar",
6957,8000000,"25.623244,85.128633",3,Patna,7,"Patna, Bihar",
8197,17500000,"25.6184616,85.1392663",3,Patna,4,"Patna, Bihar",
7961,12100000,"25.6184616,85.1392663",3,Patna,4,"Patna, Bihar",
5444,9200000,"25.6184616,85.1392663",3,Patna,4,"Patna, Bihar",
4222,5100000,"25.640955,85.070785",2,Patna,5,"Patna, Bihar",
5800,5800000,"25.6225890107701,85.0490313449859",2,Patna,6,"Patna, Bihar",
6766,10000000,"25.6225890107701,85.0490313449859",3,Patna,4,"Patna, Bihar",
6564,8500000,"25.6225890107701,85.0490313449859",3,Patna,4,"Patna, Bihar",
4615,6000000,"25.6040564271152,85.0722301743928",3,Patna,4,"Patna, Bihar",
6250,7500000,"25.6040564271152,85.0722301743928",3,Patna,4,"Patna, Bihar",
4439,4350000,"25.564334,85.056386",2,Patna,6,"Patna, Bihar",
6806,6500000,"25.5598138,85.0587863",2,Patna,3,"Patna, Bihar",
7273,8000000,"25.6355556,85.0408333",2,Patna,7,"Patna, Bihar",
7200,6170400,"25.578561,85.11528",2,Patna,4,"Patna, Bihar",
3609,4800000,"25.5741272,85.0701001",2,Patna,4,"Patna, Bihar",
8842,8400000,"25.6150768,85.1155441",2,Patna,4,"Patna, Bihar",
6429,9000000,,3,Patna,5,"Patna, Bihar",
5941,9000000,"25.5741272,85.0701001",3,Patna,5,"Patna, Bihar",
5395,5800000,"12.90467317,77.58278635",2,Patna,10,"Patna, Bihar",
4500,6399000,"25.5855481,85.1025451",3,Patna,4,"Patna, Bihar",
4580,6000000,"25.5855481,85.1025451",3,Patna,4,"Patna, Bihar",
6677,9000000,"25.6355556,85.0408333",3,Patna,4,"Patna, Bihar",
4741,5500000,,3,Patna,5,"Patna, Bihar",
6233,6700000,"25.6355556,85.0408333",2,Patna,11,"Patna, Bihar",
11111,15000000,"25.626543,85.115201",3,Patna,7,"Patna, Bihar",
6667,8000000,"25.6242601,85.1085748",3,Patna,4,"Patna, Bihar",
4500,4500000,"25.6188315,85.0317106",2,Patna,4,"Patna, Bihar",
7000,7000000,"25.6188315,85.0317106",2,Patna,3,"Patna, Bihar",
8136,12000000,"25.5934403,85.1848704",3,Patna,4,"Patna, Bihar",
6316,12000000,"25.6355556,85.0408333",3,Patna,9,"Patna, Bihar",
,3200000,,3,Patna,,"Patna, Bihar",
4593,6780000,"25.636401,85.067552",3,Patna,,"Patna, Bihar",
4597,6850000,"25.636401,85.067552",3,Patna,,"Patna, Bihar",
4593,5640000,"25.636401,85.067552",3,Patna,,"Patna, Bihar",
4599,4410000,"25.636401,85.067552",2,Patna,,"Patna, Bihar",
6047,6500000,"25.6355556,85.0408333",2,Patna,5,"Patna, Bihar",
4231,5500000,"25.5741272,85.0701001",3,Patna,5,"Patna, Bihar",
8718,8500000,"25.598918,85.175069",2,Patna,4,"Patna, Bihar",
5455,7500000,"25.609756,85.115567",3,Patna,4,"Patna, Bihar",
5000,4500000,"25.609756,85.115567",2,Patna,4,"Patna, Bihar",
4512,6700000,"25.609756,85.115567",3,Patna,5,"Patna, Bihar",
6467,9700000,"25.5934403,85.1848704",3,Patna,4,"Patna, Bihar",
4167,4000000,,2,Patna,3,"Patna, Bihar",
4996,6500000,"25.564334,85.056386",3,Patna,5,"Patna, Bihar",
5189,5500000,"25.6148599,85.1761468",2,Patna,5,"Patna, Bihar",
6154,8000000,,3,Patna,3,"Patna, Bihar",
6596,10000000,"25.6178291,85.1187606",3,Patna,4,"Patna, Bihar",
4310,5000000,"25.624508,85.1182425",2,Patna,4,"Patna, Bihar",
4521,5000000,"25.5855481,85.1025451",2,Patna,5,"Patna, Bihar",
4599,4360000,"25.636401,85.067552",2,Patna,,"Patna, Bihar",
6621,9600000,"25.5741272,85.0701001",3,Patna,4,"Patna, Bihar",
5212,8860000,"25.6355556,85.0408333",3,Patna,19,"Patna, Bihar",
6957,16000000,,3,Patna,6,"Patna, Bihar",
5500,9724000,"25.6355556,85.0408333",3,Patna,,"Patna, Bihar",
,8000000,"25.596154,85.180056",2,Patna,4,"Patna, Bihar",
7083,8500000,"25.5930895,85.1850055",2,Patna,4,"Patna, Bihar",
,6500000,"25.5932741,85.0686904",2,Patna,4,"Patna, Bihar",
5385,3500000,"25.622683,85.040283",2,Patna,6,"Patna, Bihar",
5385,3500000,,2,Patna,6,"Patna, Bihar",
7500,8932500,"25.6085561374604,85.0421725472221",2,Patna,,"Patna, Bihar",
6000,7500000,"25.622683,85.040283",3,Patna,6,"Patna, Bihar",
6316,6000000,"25.5633231,84.8698081",3,Patna,,"Patna, Bihar",
6950,11293750,"25.61046,85.141667",3,Patna,,"Patna, Bihar",
,7000000,"25.6355556,85.0408333",3,Patna,4,"Patna, Bihar",
4228,4000000,"25.6202301912571,85.060315801733",2,Patna,6,"Patna, Bihar",
5476,5750000,,2,Patna,5,"Patna, Bihar",
11000,16984000,"25.5934403,85.1848704",3,Patna,,"Patna, Bihar",
4500,6300000,"25.6355556,85.0408333",3,Patna,,"Patna, Bihar",
7812,12500000,"25.6258867,85.0846664",3,Patna,6,"Patna, Bihar",
5336,7700000,"25.6355556,85.0408333",3,Patna,5,"Patna, Bihar",
6320,8500000,"25.5760096873981,85.1267373031612",3,Patna,6,"Patna, Bihar",
6593,8900000,"25.6202301912571,85.060315801733",2,Patna,12,"Patna, Bihar",
4887,6451000,"25.6097422339088,85.1855799317004",3,Patna,4,"Patna, Bihar",
2970,6000000,,3,Patna,13,"Patna, Bihar",
6010,7500000,"25.61046,85.141667",3,Patna,5,"Patna, Bihar",
4808,5000000,"25.6065674458613,85.1418748417687",2,Patna,3,"Patna, Bihar",
8594,11000000,"25.6039915,85.1052187",3,Patna,5,"Patna, Bihar",
7500,9000000,"25.6039915,85.1052187",3,Patna,4,"Patna, Bihar",
7000,8876000,"25.6355556,85.0408333",3,Patna,,"Patna, Bihar",
6881,7500000,"25.582124,85.079152",3,Patna,4,"Patna, Bihar",
,10999999,"25.61712666,85.06450349",3,Patna,5,"Patna, Bihar",
6480,8100000,"25.6058208688713,85.0754978533909",3,Patna,4,"Patna, Bihar",
9938,16000000,"25.65116,85.097387",3,Patna,14,"Patna, Bihar",
5366,5500000,"25.6039915,85.1052187",2,Patna,3,"Patna, Bihar",
6875,5500000,"25.623244,85.128633",2,Patna,4,"Patna, Bihar",
6892,9800000,"25.5855481,85.1025451",3,Patna,3,"Patna, Bihar",
6200,10168000,"25.59411,85.054717",3,Patna,,"Patna, Bihar",
4505,6150000,,3,Patna,5,"Patna, Bihar",
4500,7285500,"25.61046,85.141667",3,Patna,,"Patna, Bihar",
3511,6000000,"25.581892,85.068809",3,Patna,,"Patna, Bihar",
5862,8500000,"25.622683,85.040283",3,Patna,2,"Patna, Bihar",
4633,6700000,"25.564334,85.056386",3,Patna,5,"Patna, Bihar",
7500,9000000,"25.614112,85.06102",3,Patna,5,"Patna, Bihar",
5158,4900000,"25.5741272,85.0701001",2,Patna,6,"Patna, Bihar",
6192,8000000,,3,Patna,4,"Patna, Bihar",
3967,5700000,"25.5401995,85.1757938",3,Patna,6,"Patna, Bihar",
4242,7953750,"25.54154968,85.11978077",3,Patna,,"Patna, Bihar",
5250,4200000,"25.54154968,85.11978077",2,Patna,4,"Patna, Bihar",
5000,5500000,"25.606342,85.1600713",2,Patna,4,"Patna, Bihar",
3281,4000000,,2,Patna,6,"Patna, Bihar",
4455,4900000,,2,Patna,7,"Patna, Bihar",
6562,7500000,"25.6258867,85.0846664",3,Patna,5,"Patna, Bihar",
5600,5600000,,2,Patna,5,"Patna, Bihar",
,8160000,"25.582124,85.079152",3,Patna,4,"Patna, Bihar",
6096,5700000,"25.5741272,85.0701001",2,Patna,6,"Patna, Bihar",
6000,9000000,"25.6202301912571,85.060315801733",3,Patna,7,"Patna, Bihar",
1923,2500000,"25.5633231,84.8698081",2,Patna,6,"Patna, Bihar",
7778,10500000,"25.5934403,85.1848704",3,Patna,5,"Patna, Bihar",
5167,6200000,"25.5945244,85.0909018",2,Patna,4,"Patna, Bihar",
4490,5500000,"25.6188315,85.0317106",2,Patna,5,"Patna, Bihar",
6660,6800000,"25.5401995,85.1757938",3,Patna,5,"Patna, Bihar",
5966,8000000,,3,Patna,5,"Patna, Bihar",
6786,9500000,"25.605872,85.032894",3,Patna,7,"Patna, Bihar",
,12000000,"25.6085561374604,85.0421725472221",3,Patna,11,"Patna, Bihar",
4800,7800000,"25.622683,85.040283",3,Patna,7,"Patna, Bihar",
5581,6000000,"25.6039915,85.1052187",2,Patna,5,"Patna, Bihar",
5000,4500000,"25.5842321,85.1184363",2,Patna,3,"Patna, Bihar",
6372,7200000,"25.6258867,85.0846664",3,Patna,4,"Patna, Bihar",
4667,7000000,"25.6188315,85.0317106",3,Patna,5,"Patna, Bihar",
4662,4699000,"25.561413,85.146611",2,Patna,7,"Patna, Bihar",
8000,9000000,"25.619286,85.145687",2,Patna,10,"Patna, Bihar",
12500,18425000,"25.6150768,85.1155441",3,Patna,,"Patna, Bihar",
11364,12500000,"25.6106702,85.1427036",2,Patna,8,"Patna, Bihar",
5500,10532500,"25.577649,85.192522",3,Patna,,"Patna, Bihar",
8173,8500000,"25.6150768,85.1155441",2,Patna,6,"Patna, Bihar",
4286,6000000,"25.6355556,85.0408333",3,Patna,5,"Patna, Bihar",
5000,8000000,"25.5760096873981,85.1267373031612",3,Patna,7,"Patna, Bihar",
6297,10000000,"25.6058208688713,85.0754978533909",3,Patna,6,"Patna, Bihar",
7353,10000000,"25.616882,85.048736",3,Patna,4,"Patna, Bihar",
5455,6000000,"25.6258867,85.0846664",3,Patna,4,"Patna, Bihar",
8562,12500000,"25.6183119,85.0731865",3,Patna,4,"Patna, Bihar",
5333,4800000,"25.580009,85.049093",2,Patna,3,"Patna, Bihar",
5396,7500000,"25.622683,85.040283",3,Patna,6,"Patna, Bihar",
5427,9958000,"25.6254469999999,85.0557665711646",3,Patna,7,"Patna, Bihar",
4214,5900000,"25.6355556,85.0408333",3,Patna,5,"Patna, Bihar",
6048,8800000,"25.6355556,85.0408333",3,Patna,6,"Patna, Bihar",
6079,10000000,"25.627211,85.107086",3,Patna,7,"Patna, Bihar",
3750,4500000,"25.6355556,85.0408333",3,Patna,5,"Patna, Bihar",
9853,6700000,"25.5401995,85.1757938",3,Patna,,"Patna, Bihar",
7543,11164000,,3,Patna,3,"Patna, Bihar",
4798,9405000,"25.622683,85.040283",3,Patna,17,"Patna, Bihar",
4061,4000000,"25.5878368,85.1158421",2,Patna,4,"Patna, Bihar",
5500,9548000,"25.6254469999999,85.0557665711646",3,Patna,4,"Patna, Bihar",
11824,17500000,"25.616453,85.152515",3,Patna,5,"Patna, Bihar",
7800,13361400,"25.6085561374604,85.0421725472221",3,Patna,20,"Patna, Bihar",
11987,21037000,"25.5930895,85.1850055",3,Patna,5,"Patna, Bihar",
5500,8635000,"25.6085561374604,85.0421725472221",3,Patna,9,"Patna, Bihar",
5500,7425000,"25.6188315,85.0317106",3,Patna,6,"Patna, Bihar",
5600,6860000,"25.5934403,85.1848704",3,Patna,4,"Patna, Bihar",
7812,12500000,"25.622683,85.040283",3,Patna,6,"Patna, Bihar",
4000,5600000,"25.561413,85.146611",3,Patna,,"Patna, Bihar",
9929,14000000,"25.6039915,85.1052187",3,Patna,8,"Patna, Bihar",
5507,7000000,,3,Patna,7,"Patna, Bihar",
9831,17500000,"25.616453,85.152515",3,Patna,4,"Patna, Bihar",
6620,10327200,"25.597579,85.040282",3,Patna,10,"Patna, Bihar",
7826,9000000,"25.5934403,85.1848704",2,Patna,6,"Patna, Bihar",
5505,7200000,"25.6254469999999,85.0557665711646",3,Patna,5,"Patna, Bihar",
4263,4007000,"25.5401995,85.1757938",2,Patna,6,"Patna, Bihar",
7502,13556114,"25.6085561374604,85.0421725472221",3,Patna,10,"Patna, Bihar",
6100,9839300,"25.636401,85.067552",3,Patna,6,"Patna, Bihar",
6111,5500000,"25.621426,85.079967",2,Patna,4,"Patna, Bihar",
5442,7946000,"25.6182324,85.0851076",3,Patna,4,"Patna, Bihar",
7500,12465000,"25.609352,85.059968",3,Patna,10,"Patna, Bihar",
8389,12500000,"25.614112,85.06102",3,Patna,6,"Patna, Bihar",
5581,5860000,"25.622683,85.040283",2,Patna,4,"Patna, Bihar",
6389,11500000,"25.588917,85.168051",3,Patna,6,"Patna, Bihar",
,7200000,"25.616406,85.12093",2,Patna,6,"Patna, Bihar",
,25000000,"25.6106702,85.1427036",3,Patna,4,"Patna, Bihar",
4982,6800000,"25.6058208688713,85.0754978533909",3,Patna,3,"Patna, Bihar",
