id,posted_date,price,price_per_sq_ft,currency,location,company_name,carpet_area,land_area_unit,balconies,bathrooms,facing,floors,city_name,bedrooms,address,covered_area,carp_area_unit,cov_area_unit,operating_since
64082319,2026-03-21T16:41:36.000Z,9500000,6565,₹,"8.5173771,76.9664664",,1400,,1,2,East,1,Trivandrum,3,"Trivandrum, Kerala",1447,,12800,
55206279,2026-03-20T22:30:28.000Z,5500000,4209,₹,"8.5113336,76.9268541",,,,,2,,1,Trivandrum,2,"Trivandrum, Kerala",3,,12817,
74590919,2026-03-21T21:30:36.000Z,90000000,15517,₹,"8.509639,76.965831",,5600,12800,2,6,South,,Trivandrum,5,"Trivandrum, Kerala",5800,,12800,
74614869,2026-03-16T23:31:11.000Z,11100000,6643,₹,"8.5096484,76.9167689",,,,2,3,East,10,Trivandrum,2,"Trivandrum, Kerala",1671,,12800,
72364819,2026-03-19T22:30:40.000Z,6800000,3960,₹,"8.565128,76.8504593",,,,3,3,,10,Trivandrum,3,"Trivandrum, Kerala",1717,,12800,
67763469,2026-03-24T08:58:45.000Z,4800000,4571,₹,"8.503994,76.941927",,,,,2,,,Trivandrum,2,"Trivandrum, Kerala",1050,,12800,
63782511,2026-03-21T16:41:26.000Z,44550000,3100,₹,"8.4005679,76.9623138",,,12800,,,,,Trivandrum,,"Trivandrum, Kerala",,,,
67763255,2026-03-24T08:54:38.000Z,4100000,4100,₹,"8.483881,76.9484624",,,,,,,,Trivandrum,2,"Trivandrum, Kerala",1000,,12800,
67763251,2026-03-24T08:54:34.000Z,30000000,6000,₹,"8.483881,76.9484624",,,12850,,3,,,Trivandrum,3,"Trivandrum, Kerala",,,,
67763481,2026-03-24T08:58:57.000Z,20000000,,₹,"8.503994,76.941927",,,,,5,,,Trivandrum,8,"Trivandrum, Kerala",,,,
67763473,2026-03-24T08:58:49.000Z,30000000,3444,₹,"8.503994,76.941927",,,12800,,,,,Trivandrum,,"Trivandrum, Kerala",,,,
67762847,2026-03-24T08:46:41.000Z,4500000,2727,₹,"8.4874949,76.948623",,,,,2,,,Trivandrum,4,"Trivandrum, Kerala",1650,,12800,
67762843,2026-03-24T08:46:37.000Z,7000000,7368,₹,"8.4874949,76.948623",,,,,2,,,Trivandrum,2,"Trivandrum, Kerala",950,,12800,
67762839,2026-03-24T08:46:33.000Z,14000000,1461,₹,"8.4874949,76.948623",,,12800,,,,,Trivandrum,,"Trivandrum, Kerala",,,,
67762837,2026-03-24T08:46:29.000Z,6000000,4138,₹,"8.4874949,76.948623",,,,,3,,,Trivandrum,4,"Trivandrum, Kerala",1450,,12800,
77934101,2026-03-21T21:30:39.000Z,16000000,8290,₹,"8.5141914,76.971507",,,,,5,,17,Trivandrum,4,"Trivandrum, Kerala",1930,,12800,
57020513,2026-03-22T22:30:34.000Z,4200000,2800,₹,"8.502761,77.084284",,,,2,3,North,2,Trivandrum,3,"Trivandrum, Kerala",1500,,12800,
75083275,2026-02-03T02:23:01.000Z,1250000,478,₹,"8.534444,76.902754",,,12800,,,North,,Trivandrum,,"Trivandrum, Kerala",,,,
57106691,2026-02-28T22:30:38.000Z,8000000,5453,₹,"8.534085,76.883342",,,,3,3,East,19,Trivandrum,3,"Trivandrum, Kerala",1467,,12800,
79329829,2026-03-20T21:32:09.000Z,6750000,3100,₹,"8.508652,76.987605",,,12800,,,East,,Trivandrum,,"Trivandrum, Kerala",,,,
80424135,2026-03-22T22:30:36.000Z,4200000,3360,₹,,,1200,,1,3,East,,Trivandrum,3,"Trivandrum, Kerala",1250,,12800,
83461593,2026-02-18T11:55:29.000Z,6150000,5679,₹,"8.550212,76.977074",,785,,3,2,West,11,Trivandrum,2,"Trivandrum, Kerala",1083,,12800,
83214027,2026-02-02T06:02:37.000Z,8500000,6071,₹,"8.5513973,76.9106454",,1390,,1,3,West,,Trivandrum,3,"Trivandrum, Kerala",1400,,12800,
81755759,2026-03-15T17:48:27.000Z,2500000,3846,₹,,,,,,1,,3,Trivandrum,1,"Trivandrum, Kerala",650,,12800,
83221173,2026-03-03T23:31:42.000Z,10000000,,₹,"8.5245421,76.9599852",,1320,,2,2,East,4,Trivandrum,2,"Trivandrum, Kerala",,,,
44933597,2026-03-20T21:32:18.000Z,8200000,4271,₹,"8.5154529,77.0060919",,,,,4,North,,Trivandrum,3,"Trivandrum, Kerala",1920,,12800,
64809753,2026-02-12T13:17:29.000Z,7500000,4902,₹,"8.478262,76.941896",,1400,,2,4,,2,Trivandrum,2,"Trivandrum, Kerala",1530,,12800,
83841779,2026-03-18T14:21:00.000Z,7500000,2870,₹,"8.447416,76.953739",,,12800,,,South,,Trivandrum,,"Trivandrum, Kerala",,,,
81743949,2026-02-16T22:30:37.000Z,2500000,3571,₹,,,,,,1,,3,Trivandrum,1,"Trivandrum, Kerala",700,,12800,
76444003,2026-03-24T02:54:50.000Z,5400000,517,₹,"8.6807717,76.8918726",,,12800,,,,,Trivandrum,,"Trivandrum, Kerala",,,,
80332181,2026-01-27T22:30:39.000Z,15000000,4304,₹,"8.476486,76.970758",,1500,12850,,3,West,1,Trivandrum,3,"Trivandrum, Kerala",3485,,12800,
80346327,2026-02-18T13:19:52.000Z,122000000,24400,₹,"8.5245421,76.9599852",,,,,4,,,Trivandrum,5,"Trivandrum, Kerala",5000,,12800,
69852603,2026-03-24T21:32:24.000Z,7975000,2616,₹,"8.508652,76.987605",,,12800,,,East,,Trivandrum,,"Trivandrum, Kerala",,,,
80451519,2026-03-16T23:49:11.000Z,24000000,,₹,"8.5305339339928,76.918665480756",,1800,,1,3,,,Trivandrum,3,"Trivandrum, Kerala",,,,
67772045,2026-03-24T11:58:54.000Z,5000000,1148,₹,"8.478262,76.941896",,,12800,,,,,Trivandrum,,"Trivandrum, Kerala",,,,
67791639,2026-03-25T06:00:15.000Z,8700000,6004,₹,"8.4942531,76.9795811",,,,,3,,,Trivandrum,3,"Trivandrum, Kerala",1449,,12800,
67772067,2026-03-24T11:59:11.000Z,3000000,3000,₹,"8.478262,76.941896",,,,,,,,Trivandrum,2,"Trivandrum, Kerala",1000,,12800,
67772059,2026-03-24T11:59:05.000Z,4400000,2200,₹,"8.478262,76.941896",,,,,3,,,Trivandrum,2,"Trivandrum, Kerala",2000,,12800,
61142337,2025-12-12T21:33:55.000Z,5800000,5800000,₹,"8.3867023,76.9721564",,1,,,2,,,Trivandrum,3,"Trivandrum, Kerala",1,,12800,
22628647,2026-03-16T23:35:50.000Z,28500000,12391,₹,"8.5322073,76.9484624",,,12800,2,4,South,,Trivandrum,4,"Trivandrum, Kerala",2300,,12800,
68043437,2026-03-19T14:55:03.000Z,1750000,29167,₹,"8.484305,76.928154",,,12850,,,,,Trivandrum,,"Trivandrum, Kerala",,,,
68043429,2026-03-19T14:54:57.000Z,8200000,3425,₹,"8.484305,76.928154",,,12800,,,,,Trivandrum,,"Trivandrum, Kerala",,,,
83879213,2026-03-20T11:44:12.000Z,8500000,7391,₹,"8.638049,76.856017",,950,,2,2,,16,Trivandrum,2,"Trivandrum, Kerala",1150,,12800,
70770295,2026-03-21T22:30:37.000Z,8500000,4250,₹,"8.5395587,76.9671865",,2000,,1,4,East,2,Trivandrum,4,"Trivandrum, Kerala",2000,,12800,
68026797,2026-03-19T08:17:07.000Z,9000000,4133,₹,"8.509639,76.965831",,,12800,,,,,Trivandrum,,"Trivandrum, Kerala",,,,
68026789,2026-03-19T08:17:03.000Z,30000000,15000,₹,"8.508652,76.987605",,,12850,,4,,,Trivandrum,3,"Trivandrum, Kerala",2000,,12800,
68026787,2026-03-19T08:16:59.000Z,10000000,2296,₹,"8.508652,76.987605",,,12800,,,,,Trivandrum,,"Trivandrum, Kerala",,,,
68026803,2026-03-19T08:17:16.000Z,5000000,1276,₹,"8.59182429786514,76.8835347057013",,,12800,,,,,Trivandrum,,"Trivandrum, Kerala",,,,
59447903,2026-03-15T22:30:37.000Z,4600000,4205,₹,"8.539630328715196,76.88585971543391",,,,2,2,East,8,Trivandrum,2,"Trivandrum, Kerala",1094,,12800,
70670927,2026-03-08T22:30:29.000Z,5100000,4636,₹,"8.534085,76.883342",,,,1,2,,20,Trivandrum,2,"Trivandrum, Kerala",1100,,12800,
20563568,2026-03-25T14:29:07.000Z,7000007,119,₹,"8.60117442251701,76.8727407115646",,,12800,,,South,,Trivandrum,,"Trivandrum, Kerala",,,,
65908499,2026-01-12T11:27:56.000Z,1200000,1378,₹,"8.4687342,76.9967071",,,12800,,,,,Trivandrum,,"Trivandrum, Kerala",,,,
68024041,2026-03-19T07:26:58.000Z,7500000,3484,₹,"8.5085472,76.9368259",,,12800,,,,,Trivandrum,,"Trivandrum, Kerala",,,,
68024029,2026-03-19T07:26:47.000Z,9500000,7308,₹,"8.5085472,76.9368259",,,,,3,,,Trivandrum,4,"Trivandrum, Kerala",1300,,12800,
82278483,2026-01-20T22:30:29.000Z,4200000,5060,₹,"8.5667627,76.8895341",,620,,1,2,North,10,Trivandrum,2,"Trivandrum, Kerala",830,,12800,
68024049,2026-03-19T07:27:03.000Z,17000000,8095,₹,"8.5085472,76.9368259",,,,,5,,,Trivandrum,5,"Trivandrum, Kerala",2100,,12800,
68024039,2026-03-19T07:26:55.000Z,7200000,2755,₹,"8.5085472,76.9368259",,,12800,,,,,Trivandrum,,"Trivandrum, Kerala",,,,
68024017,2026-03-19T07:26:35.000Z,6200000,5794,₹,"8.5437681,76.893714",,,,,2,,,Trivandrum,3,"Trivandrum, Kerala",1070,,12800,
68024013,2026-03-19T07:26:31.000Z,18500000,1062,₹,"8.5437681,76.893714",,,12800,,,,,Trivandrum,,"Trivandrum, Kerala",,,,
73272073,2026-03-25T13:36:00.000Z,3600000,1033,₹,"8.4005679,76.9623138",,,12800,,,,,Trivandrum,,"Trivandrum, Kerala",,,,
73270503,2026-03-24T22:30:42.000Z,150000,7,₹,,,,12800,,,East,,Trivandrum,,"Trivandrum, Kerala",,,,
75374193,2025-12-21T09:51:52.000Z,3500000,3465,₹,"8.4903614,76.9973212",,918,,2,2,East,5,Trivandrum,3,"Trivandrum, Kerala",1010,,12800,
58549671,2026-03-04T18:15:18.000Z,8200000,5256,₹,"8.5050622,76.9398195",,1150,,1,2,North,9,Trivandrum,3,"Trivandrum, Kerala",1560,,12800,
68016389,2026-03-19T05:45:04.000Z,4200000,4200,₹,"8.4776232,76.9419803",,,,,2,,,Trivandrum,3,"Trivandrum, Kerala",1000,,12800,
68016387,2026-03-19T05:45:02.000Z,4200000,4200,₹,"8.4776232,76.9419803",,,,,2,,,Trivandrum,3,"Trivandrum, Kerala",1000,,12800,
68016385,2026-03-19T05:45:01.000Z,17500000,8750,₹,"8.4776232,76.9419803",,,,,4,,,Trivandrum,4,"Trivandrum, Kerala",2000,,12800,
